,tour_descript,city,dates,theatre,city_opening_date,city_closing_date,geo_code,full_code,metro_area_name,year,title,show_type_tour,tour_opening,tour_closing,original_or_revival,reference_url,year_tour_opening,year_nyc_opening,opening_date_nyc,closing_date_nyc,production_type_nyc,show_type_nyc,n_performances_nyc
3661,mary poppins (tour),"Appleton, WI","Mar 06, 2012 - Mar 11, 2012",Fox Cities Performing Arts Center,2012-03-06 00:00:00,2012-03-11 00:00:00,658,US-WI-658,Green Bay-Appleton WI,2012,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3662,mary poppins (tour),"Omaha, NE","Jan 28, 2011 - Feb 13, 2011",Orpheum Theater - Omaha,2011-01-28 00:00:00,2011-02-13 00:00:00,652,US-NE-652,Omaha NE,2011,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3663,mary poppins (tour),"Austin, TX","Apr 10, 2012 - Apr 15, 2012",Bass Concert Hall at University of Texas at Austin Performing Arts Center,2012-04-10 00:00:00,2012-04-15 00:00:00,635,US-TX-635,Austin TX,2012,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3664,mary poppins (tour),"Miami, FL","Jan 01, 2013 - Jan 06, 2013",Adrienne Arsht Center for the Performing Arts of Miami-Dade County,2013-01-01 00:00:00,2013-01-06 00:00:00,528,US-FL-528,Miami-Ft.Lauderdale FL,2013,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3665,mary poppins (tour),"Orlando, FL","Jan 08, 2013 - Jan 13, 2013",Bob Carr Performing Arts Centre,2013-01-08 00:00:00,2013-01-13 00:00:00,534,US-FL-534,Orlando-Daytona Beach-Melbourne FL,2013,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3666,mary poppins (tour),"Baltimore, MD","Apr 24, 2012 - May 06, 2012",Hippodrome Theatre,2012-04-24 00:00:00,2012-05-06 00:00:00,512,US-MD-512,Baltimore MD,2012,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3667,mary poppins (tour),"Buffalo, NY","Oct 14, 2010 - Oct 31, 2010",Shea's Performing Arts Center,2010-10-14 00:00:00,2010-10-31 00:00:00,514,US-NY-514,Buffalo NY,2010,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3668,mary poppins (tour),"Rochester, NY","Oct 09, 2012 - Oct 14, 2012",Auditorium Theatre - Rochester,2012-10-09 00:00:00,2012-10-14 00:00:00,538,US-NY-538,Rochester NY,2012,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3669,mary poppins (tour),"Norfolk, VA","Nov 27, 2012 - Dec 02, 2012",Chrysler Hall,2012-11-27 00:00:00,2012-12-02 00:00:00,544,US-VA-544,Norfolk-Portsmouth-Newport News VA,2012,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3670,mary poppins (tour),"Hartford, CT","Sep 14, 2012 - Sep 23, 2012",Bushnell,2012-09-14 00:00:00,2012-09-23 00:00:00,533,US-CT-533,Hartford & New Haven CT,2012,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3671,mary poppins (tour),"Spokane, WA","Jun 12, 2012 - Jun 17, 2012",First Interstate Center for the Arts,2012-06-12 00:00:00,2012-06-17 00:00:00,881,US-WA-881,Spokane WA,2012,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3672,mary poppins (tour),"Anchorage, AK","May 21, 2013 - Jun 02, 2013",Evangeline Atwood Concert Hall,2013-05-21 00:00:00,2013-06-02 00:00:00,743,US-AK-743,Anchorage AK,2013,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3673,mary poppins (tour),"Sacramento, CA","Jun 03, 2011 - Jun 19, 2011",Sacramento Community Center Theater,2011-06-03 00:00:00,2011-06-19 00:00:00,862,US-CA-862,Sacramento-Stockton-Modesto CA,2011,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3674,mary poppins (tour),"East Lansing, MI","Nov 05, 2010 - Nov 21, 2010",Wharton Center for the Performing Arts,2010-11-05 00:00:00,2010-11-21 00:00:00,551,US-MI-551,Lansing MI,2010,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3675,mary poppins (tour),"Indianapolis, IN","Sep 23, 2010 - Oct 03, 2010",Murat Centre,2010-09-23 00:00:00,2010-10-03 00:00:00,527,US-IN-527,Indianapolis IN,2010,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3676,mary poppins (tour),"Kansas City, MO","Apr 09, 2013 - Apr 14, 2013",Municipal Auditorium Music Hall,2013-04-09 00:00:00,2013-04-14 00:00:00,616,US-MO-616,Kansas City MO,2013,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3677,mary poppins (tour),"Toledo, OH","Feb 26, 2013 - Mar 03, 2013",Stranahan Theater And Great Hall,2013-02-26 00:00:00,2013-03-03 00:00:00,547,US-OH-547,Toledo OH,2013,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3678,mary poppins (tour),"Jacksonville, FL","Jan 22, 2013 - Jan 27, 2013",Moran Theatre at Times Union Center,2013-01-22 00:00:00,2013-01-27 00:00:00,561,US-FL-561,Jacksonville FL,2013,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3679,mary poppins (tour),"Fort Myers, FL","Jan 15, 2013 - Jan 20, 2013",Barbara B. Mann Performing Arts Hall,2013-01-15 00:00:00,2013-01-20 00:00:00,571,US-FL-571,Ft. Myers-Naples FL,2013,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3680,mary poppins (tour),"Fort Worth, TX","Mar 27, 2012 - Apr 08, 2012",Bass Performance Hall,2012-03-27 00:00:00,2012-04-08 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2012,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3681,mary poppins (tour),"Tucson, AZ","May 15, 2012 - May 20, 2012",Music Hall,2012-05-15 00:00:00,2012-05-20 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2012,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3682,mary poppins (tour),"Peoria, IL","Oct 30, 2012 - Nov 04, 2012",Peoria Civic Center Theatre,2012-10-30 00:00:00,2012-11-04 00:00:00,675,US-IL-675,Peoria-Bloomington IL,2012,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3683,mary poppins (tour),"Las Vegas, NV","May 22, 2012 - May 27, 2012",The Smith Center,2012-05-22 00:00:00,2012-05-27 00:00:00,839,US-NV-839,Las Vegas NV,2012,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3684,mary poppins (tour),"Grand Rapids, MI","Feb 22, 2012 - Feb 26, 2012",DeVos Hall,2012-02-22 00:00:00,2012-02-26 00:00:00,563,US-MI-563,Grand Rapids-Kalamazoo-Battle Creek MI,2012,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3685,mary poppins (tour),"Knoxville, TN","Mar 05, 2013 - Mar 10, 2013",Tennessee Theatre,2013-03-05 00:00:00,2013-03-10 00:00:00,557,US-TN-557,Knoxville TN,2013,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3686,mary poppins (tour),"West Palm Beach, FL","Jan 29, 2013 - Feb 03, 2013",Raymond F. Kravis Center For The Performing Arts,2013-01-29 00:00:00,2013-02-03 00:00:00,548,US-FL-548,West Palm Beach-Ft. Pierce FL,2013,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3687,mary poppins (tour),"North Charleston, SC","Feb 01, 2012 - Feb 05, 2012",North Charleston Coliseum &amp; Performing Arts Center,2012-02-01 00:00:00,2012-02-05 00:00:00,519,US-SC-519,Charleston SC,2012,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3688,mary poppins (tour),"Fayetteville, AR","Apr 17, 2012 - Apr 22, 2012",Walton Arts Center,2012-04-17 00:00:00,2012-04-22 00:00:00,670,US-AR-670,Ft. Smith-Fayetteville-Springdale-Rogers AR,2012,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3689,mary poppins (tour),"Hershey, PA","Dec 04, 2012 - Dec 09, 2012",Hershey Theatre,2012-12-04 00:00:00,2012-12-09 00:00:00,566,US-PA-566,Harrisburg-Lancaster-Lebanon-York PA,2012,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3690,mary poppins (tour),"Worcester, MA","Sep 25, 2012 - Sep 30, 2012",Hanover Theatre,2012-09-25 00:00:00,2012-09-30 00:00:00,MA,US-MA,Massachusettes,2012,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3691,mary poppins (tour),"Mexico City, n/a","Jan 18, 2012 - Jan 22, 2012",Auditorio Nacional,2012-01-18 00:00:00,2012-01-22 00:00:00,DIF,MX-DIF,Mexico City MX,2012,mary poppins,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009.0,2006.0,2006-11-16,2013-03-03,Original Production,Musical,
3692,la cage aux folles (tour),"Houston, TX","Apr 24, 2012 - May 06, 2012",Hobby Center For The Performing Arts,2012-04-24 00:00:00,2012-05-06 00:00:00,618,US-TX-618,Houston TX,2012,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3693,la cage aux folles (tour),"St. Louis, MO","Jan 03, 2012 - Jan 15, 2012",Fox Theatre - St. Louis,2012-01-03 00:00:00,2012-01-15 00:00:00,609,US-IL-609,St. Louis MO,2011,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3694,la cage aux folles (tour),"Detroit, MI","Sep 25, 2012 - Oct 07, 2012",Fisher Theatre,2012-09-25 00:00:00,2012-10-07 00:00:00,505,US-MI-505,Detroit MI,2014,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3695,la cage aux folles (tour),"Minneapolis, MN","Oct 18, 2011 - Oct 23, 2011",State Theatre - Minneapolis,2011-10-18 00:00:00,2011-10-23 00:00:00,613,US-MN-613,Minneapolis-St. Paul MN,2005,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3696,la cage aux folles (tour),"Schenectady, NY","Oct 25, 2011 - Oct 30, 2011",Proctors,2011-10-25 00:00:00,2011-10-30 00:00:00,523,US-NY-523,Albany-Schenactady-Troy NY,2016,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3697,la cage aux folles (tour),"Tampa, FL","Feb 21, 2012 - Feb 26, 2012","David A. Straz, Jr. Center for the Performing Arts",2012-02-21 00:00:00,2012-02-26 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2007,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3698,la cage aux folles (tour),"Chicago, IL","Dec 20, 2011 - Jan 01, 2012",CIBC Theatre,2011-12-20 00:00:00,2012-01-01 00:00:00,602,US-IL-602,Chicago IL,2019,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3699,la cage aux folles (tour),"Denver, CO","Sep 04, 2012 - Sep 16, 2012",Buell Theatre,2012-09-04 00:00:00,2012-09-16 00:00:00,751,US-CO-751,Denver CO,2006,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3700,la cage aux folles (tour),"Costa Mesa, CA","Jul 24, 2012 - Aug 05, 2012",Segerstrom Center for the Arts,2012-07-24 00:00:00,2012-08-05 00:00:00,803,US-CA-803,Los Angeles CA,2013,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3701,la cage aux folles (tour),"Des Moines, IA","Oct 11, 2011 - Oct 16, 2011",Des Moines Civic Center,2011-10-11 00:00:00,2011-10-16 00:00:00,679,US-IA-679,Des Moines-Ames IA,2005,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3702,la cage aux folles (tour),"Memphis, TN","Mar 20, 2012 - Mar 25, 2012",Orpheum Theatre - Memphis,2012-03-20 00:00:00,2012-03-25 00:00:00,640,US-TN-640,Memphis TN,2005,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3703,la cage aux folles (tour),"San Antonio, TX","May 08, 2012 - May 13, 2012",Majestic Theatre - San Antonio,2012-05-08 00:00:00,2012-05-13 00:00:00,641,US-TX-641,San Antonio TX,2019,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3704,la cage aux folles (tour),"Boston, MA","Dec 06, 2011 - Dec 18, 2011",Shubert Theatre at the Boch Center,2011-12-06 00:00:00,2011-12-18 00:00:00,506,US-MA-506,Boston MA-Manchester NH,2019,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3705,la cage aux folles (tour),"Washington, DC","Jan 17, 2012 - Feb 12, 2012",Eisenhower Theatre,2012-01-17 00:00:00,2012-02-12 00:00:00,511,US-DC-511,Washington DC (Hagerstown MD),2004,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3706,la cage aux folles (tour),"Toronto, ON","Oct 09, 2012 - Nov 18, 2012",Royal Alexandra Theatre,2012-10-09 00:00:00,2012-11-18 00:00:00,ON,CA-ON,Ontario,2012,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3707,la cage aux folles (tour),"Los Angeles, CA","Jul 10, 2012 - Jul 22, 2012",Pantages Theatre - Los Angeles,2012-07-10 00:00:00,2012-07-22 00:00:00,803,US-CA-803,Los Angeles CA,2012,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3708,la cage aux folles (tour),"Tempe, AZ","May 15, 2012 - May 20, 2012",ASU Gammage,2012-05-15 00:00:00,2012-05-20 00:00:00,753,US-AZ-753,Phoenix AZ,2012,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3709,la cage aux folles (tour),"Dallas, TX","Apr 10, 2012 - Apr 22, 2012",Music Hall At Fair Park,2012-04-10 00:00:00,2012-04-22 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2012,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3710,la cage aux folles (tour),"Pittsburgh, PA","Mar 13, 2012 - Mar 18, 2012",Benedum Center,2012-03-13 00:00:00,2012-03-18 00:00:00,508,US-PA-508,Pittsburgh PA,2012,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3711,la cage aux folles (tour),"Charlotte, NC","May 29, 2012 - Jun 03, 2012",Belk Theater,2012-05-29 00:00:00,2012-06-03 00:00:00,517,US-NC-517,Charlotte NC,2012,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3712,la cage aux folles (tour),"Cleveland, OH","Nov 08, 2011 - Nov 20, 2011",Connor Palace,2011-11-08 00:00:00,2011-11-20 00:00:00,510,US-OH-510,Cleveland-Akron (Canton) OH,2011,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3713,la cage aux folles (tour),"Orlando, FL","Jun 05, 2012 - Jun 10, 2012",Bob Carr Performing Arts Centre,2012-06-05 00:00:00,2012-06-10 00:00:00,534,US-FL-534,Orlando-Daytona Beach-Melbourne FL,2012,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3714,la cage aux folles (tour),"Baltimore, MD","Nov 01, 2011 - Nov 06, 2011",Hippodrome Theatre,2011-11-01 00:00:00,2011-11-06 00:00:00,512,US-MD-512,Baltimore MD,2011,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3715,la cage aux folles (tour),"Kansas City, MO","Aug 28, 2012 - Sep 02, 2012",Starlight Theatre,2012-08-28 00:00:00,2012-09-02 00:00:00,616,US-MO-616,Kansas City MO,2012,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3716,la cage aux folles (tour),"Las Vegas, NV","Aug 04, 2012 - Aug 19, 2012",The Smith Center,2012-08-04 00:00:00,2012-08-19 00:00:00,839,US-NV-839,Las Vegas NV,2012,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3717,la cage aux folles (tour),"Naples, FL","Feb 28, 2012 - Mar 04, 2012",Hayes Hall,2012-02-28 00:00:00,2012-03-04 00:00:00,571,US-FL-571,Ft. Myers-Naples FL,2012,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3718,la cage aux folles (tour),"West Palm Beach, FL","Feb 14, 2012 - Feb 19, 2012",Raymond F. Kravis Center For The Performing Arts,2012-02-14 00:00:00,2012-02-19 00:00:00,548,US-FL-548,West Palm Beach-Ft. Pierce FL,2012,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3719,la cage aux folles (tour),"Wilmington, DE","Mar 06, 2012 - Mar 11, 2012",The Playhouse on Rodney Square,2012-03-06 00:00:00,2012-03-11 00:00:00,DE,US-DE,Delaware,2012,la cage aux folles,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011.0,2010.0,2010-04-18,2011-05-01,Revival,Musical,
3720,hamilton (tour: angelica),"Houston, TX","Apr 24, 2018 - May 20, 2018",Hobby Center For The Performing Arts,2018-04-24 00:00:00,2018-05-20 00:00:00,618,US-TX-618,Houston TX,2012,hamilton,Musical,2017-03-10 00:00:00,,Original,http://www.ibdb.com/broadway-production/hamilton-504675#Tours,2017.0,2015.0,2015-08-06,,Premiere,Musical,
3721,hamilton (tour: angelica),"St. Louis, MO","Apr 03, 2018 - Apr 22, 2018",Fox Theatre - St. Louis,2018-04-03 00:00:00,2018-04-22 00:00:00,609,US-IL-609,St. Louis MO,2014,hamilton,Musical,2017-03-10 00:00:00,,Original,http://www.ibdb.com/broadway-production/hamilton-504675#Tours,2017.0,2015.0,2015-08-06,,Premiere,Musical,
3722,hamilton (tour: angelica),"Providence, RI","Jul 23, 2019 - Aug 11, 2019",Providence Performing Arts Center,2019-07-23 00:00:00,2019-08-11 00:00:00,521,US-MA-521,Providence RI-New Bedford MA,2016,hamilton,Musical,2017-03-10 00:00:00,,Original,http://www.ibdb.com/broadway-production/hamilton-504675#Tours,2017.0,2015.0,2015-08-06,,Premiere,Musical,
3723,hamilton (tour: angelica),"Detroit, MI","Mar 12, 2019 - Apr 21, 2019",Fisher Theatre,2019-03-12 00:00:00,2019-04-21 00:00:00,505,US-MI-505,Detroit MI,2017,hamilton,Musical,2017-03-10 00:00:00,,Original,http://www.ibdb.com/broadway-production/hamilton-504675#Tours,2017.0,2015.0,2015-08-06,,Premiere,Musical,
3724,hamilton (tour: angelica),"New Orleans, LA","Mar 16, 2021 - Apr 11, 2021",Saenger Theatre (LA),2021-03-16 00:00:00,2021-04-11 00:00:00,622,US-LA-622,New Orleans LA,2014,hamilton,Musical,2017-03-10 00:00:00,,Original,http://www.ibdb.com/broadway-production/hamilton-504675#Tours,2017.0,2015.0,2015-08-06,,Premiere,Musical,
3725,hamilton (tour: angelica),"San Francisco, CA","Mar 10, 2017 - Aug 05, 2017",Orpheum Theatre - San Francisco,2017-03-10 00:00:00,2017-08-05 00:00:00,807,US-CA-807,San Francisco-Oakland-San Jose CA,2010,hamilton,Musical,2017-03-10 00:00:00,,Original,http://www.ibdb.com/broadway-production/hamilton-504675#Tours,2017.0,2015.0,2015-08-06,,Premiere,Musical,
