,Unnamed: 0,title,tour_descript,show_type,tour_opening,tour_closing,original_or_revival,reference_url,year
348,348,Arsenic and Old Lace (Tour),Tour,Play,1987-01-06 00:00:00,1987-12-13 00:00:00,Revival,http://www.ibdb.com/broadway-production/arsenic-and-old-lace-517580#Tours,1987
349,349,La Cage aux Folles (Tour),Tour,Musical,1987-01-12 00:00:00,1988-02-06 00:00:00,Original,http://www.ibdb.com/broadway-production/la-cage-aux-folles-517658#Tours,1987
350,350,A Chorus Line (Tour),Tour,Musical,1990-10-02 00:00:00,1993-05-09 00:00:00,Revival,http://www.ibdb.com/broadway-production/a-chorus-line-517798#Tours,1990
351,351,La Cage aux Folles (Tour),Tour,Musical,1984-12-12 00:00:00,1986-09-20 00:00:00,Original,http://www.ibdb.com/broadway-production/la-cage-aux-folles-517828#Tours,1984
352,352,La Cage aux Folles (Tour),Tour,Musical,1984-05-29 00:00:00,1985-05-26 00:00:00,Original,http://www.ibdb.com/broadway-production/la-cage-aux-folles-517850#Tours,1984
353,353,The Tap Dance Kid (Tour),Tour,Musical,1985-08-01 00:00:00,1986-07-06 00:00:00,Original,http://www.ibdb.com/broadway-production/the-tap-dance-kid-517909#Tours,1985
354,354,Camelot (Tour),Tour,Musical,1985-06-04 00:00:00,1986-12-07 00:00:00,Revival,http://www.ibdb.com/broadway-production/camelot-517920#Tours,1985
355,355,Camelot (Tour),Tour,Musical,1984-03-06 00:00:00,1984-09-09 00:00:00,Revival,http://www.ibdb.com/broadway-production/camelot-517925#Tours,1984
356,356,Dear Evan Hansen (Tour),Tour,Musical,2018-09-25 00:00:00,,Original,http://www.ibdb.com/broadway-production/dear-evan-hansen-518027#Tours,2018
357,357,"Hello, Dolly! (Tour)",Tour,Musical,2018-09-25 00:00:00,2020-03-11 00:00:00,Revival,http://www.ibdb.com/broadway-production/hello-dolly-518028#Tours,2018
358,358,Miss Saigon (Tour),Tour,Musical,2018-09-21 00:00:00,2020-03-15 00:00:00,Revival,http://www.ibdb.com/broadway-production/miss-saigon-518088#Tours,2018
359,359,Anastasia (Tour),Tour,Musical,2018-10-09 00:00:00,2020-03-12 00:00:00,Original,http://www.ibdb.com/broadway-production/anastasia-518302#Tours,2018
360,360,A Bronx Tale The Musical (Tour),Tour,Musical,2018-10-14 00:00:00,2019-08-04 00:00:00,Original,http://www.ibdb.com/broadway-production/a-bronx-tale-the-musical-518383#Tours,2018
361,361,Charlie and the Chocolate Factory (Tour),Tour,Musical,2018-09-22 00:00:00,2019-10-13 00:00:00,Original,http://www.ibdb.com/broadway-production/charlie-and-the-chocolate-factory-518389#Tours,2018
362,362,Come From Away (Tour),Tour,Musical,2018-10-05 00:00:00,,Original,http://www.ibdb.com/broadway-production/come-from-away-518408#Tours,2018
363,363,A Chorus Line (Tour),Tour,Musical,1976-05-06 00:00:00,1980-08-17 00:00:00,Original,http://www.ibdb.com/broadway-production/a-chorus-line-518481#Tours,1976
364,364,The Play That Goes Wrong (Tour),Tour,Play,2018-09-14 00:00:00,2020-03-10 00:00:00,Original,http://www.ibdb.com/broadway-production/the-play-that-goes-wrong-518657#Tours,2018
365,365,Falsettos (Tour),Tour,Musical,2019-02-08 00:00:00,2019-06-30 00:00:00,Revival,http://www.ibdb.com/broadway-production/falsettos-518730#Tours,2019
366,366,A Coupla White Chicks Sitting Around Talking (Tour),Tour,Play,1985-10-29 00:00:00,1986-05-11 00:00:00,Original,http://www.ibdb.com/broadway-production/a-coupla-white-chicks-sitting-around-talking-518838#Tours,1985
367,367,Cats (Tour),Tour,Musical,2019-01-22 00:00:00,2020-03-12 00:00:00,Revival,http://www.ibdb.com/broadway-production/cats-518856#Tours,2019
368,368,Mame (Tour),Tour,Musical,1990-07-31 00:00:00,1990-12-09 00:00:00,Revival,http://www.ibdb.com/broadway-production/mame-518889#Tours,1990
369,369,Nine (Tour),Tour,Musical,1984-03-31 00:00:00,1984-08-12 00:00:00,Original,http://www.ibdb.com/broadway-production/nine-518895#Tours,1984
370,370,42nd Street (Tour),Tour,Musical,1985-02-19 00:00:00,1986-01-26 00:00:00,Original,http://www.ibdb.com/broadway-production/42nd-street-518949#Tours,1985
371,371,Barnum (Tour),Tour,Musical,1981-05-12 00:00:00,1981-08-22 00:00:00,Original,http://www.ibdb.com/broadway-production/barnum-518964#Tours,1981
372,372,Barnum (Tour),Tour,Musical,1981-12-16 00:00:00,1982-04-04 00:00:00,Original,http://www.ibdb.com/broadway-production/barnum-518971#Tours,1981
373,373,Barnum (Tour),Tour,Musical,1982-08-06 00:00:00,1983-04-24 00:00:00,Original,http://www.ibdb.com/broadway-production/barnum-518973#Tours,1982
374,374,Camelot (Tour),Tour,Musical,1980-06-06 00:00:00,1982-05-01 00:00:00,Revival,http://www.ibdb.com/broadway-production/camelot-519012#Tours,1980
375,375,Agnes of God (Tour),Tour,Play,1983-08-12 00:00:00,1984-02-19 00:00:00,Original,http://www.ibdb.com/broadway-production/agnes-of-god-519046#Tours,1983
376,376,Agnes of God (Tour),Tour,Play,1983-12-27 00:00:00,1984-04-01 00:00:00,Original,http://www.ibdb.com/broadway-production/agnes-of-god-519048#Tours,1983
377,377,Irving Berlin's White Christmas (Tour),Tour,Musical,2018-11-08 00:00:00,2018-12-30 00:00:00,Revival,http://www.ibdb.com/broadway-production/irving-berlins-white-christmas-519052#Tours,2018
378,378,On Your Toes (Tour),Tour,Musical,1984-03-21 00:00:00,1984-04-28 00:00:00,Revival,http://www.ibdb.com/broadway-production/on-your-toes-519072#Tours,1984
379,379,Annie (Tour),Tour,Musical,1986-01-03 00:00:00,1986-05-18 00:00:00,Original,http://www.ibdb.com/broadway-production/annie-519101#Tours,1986
380,380,42nd Street (Tour),Tour,Musical,1983-01-01 00:00:00,1986-03-30 00:00:00,Original,http://www.ibdb.com/broadway-production/42nd-street-519156#Tours,1983
381,381,Zorba (Tour),Tour,Musical,1983-01-25 00:00:00,1985-06-30 00:00:00,Revival,http://www.ibdb.com/broadway-production/zorba-519206#Tours,1983
382,382,42nd Street (Tour),Tour,Musical,1984-02-03 00:00:00,1984-12-02 00:00:00,Original,http://www.ibdb.com/broadway-production/42nd-street-519245#Tours,1984
383,383,Sweeney Todd (Tour),Tour,Musical,1980-10-23 00:00:00,1981-09-20 00:00:00,Original,http://www.ibdb.com/broadway-production/sweeney-todd-519266#Tours,1980
384,384,Sweeney Todd (Tour),Tour,Musical,1982-02-22 00:00:00,1982-07-17 00:00:00,Original,http://www.ibdb.com/broadway-production/sweeney-todd-519289#Tours,1982
385,385,Annie (Tour: First National),Tour: First National,Musical,1978-03-20 00:00:00,1981-09-05 00:00:00,Original,http://www.ibdb.com/broadway-production/annie-519354#Tours,1978
386,386,Annie (Tour: Second National),Tour: Second National,Musical,1978-06-21 00:00:00,1982-08-07 00:00:00,Original,http://www.ibdb.com/broadway-production/annie-519451#Tours,1978
387,387,Annie (Tour: Third National),Tour: Third National,Musical,1979-10-03 00:00:00,1982-10-24 00:00:00,Original,http://www.ibdb.com/broadway-production/annie-519535#Tours,1979
388,388,The Lightning Thief (Tour),Tour,Musical,2019-01-04 00:00:00,2019-07-28 00:00:00,Original,http://www.ibdb.com/broadway-production/the-lightning-thief-519547#Tours,2019
389,389,Bat Out of Hell (Tour),Tour,Musical,2018-10-16 00:00:00,2018-11-03 00:00:00,Original,http://www.ibdb.com/broadway-production/bat-out-of-hell-519558#Tours,2018
390,390,The King and I (Tour),Tour,Musical,1984-02-21 00:00:00,1984-12-23 00:00:00,Revival,http://www.ibdb.com/broadway-production/the-king-and-i-519613#Tours,1984
391,391,Jerry's Girls (Tour),Tour,Musical,1984-02-25 00:00:00,1985-01-20 00:00:00,Original,http://www.ibdb.com/broadway-production/jerrys-girls-519621#Tours,1984
392,392,A Day in Hollywood / A Night in the Ukraine (Tour),Tour,Musical,1981-11-20 00:00:00,1982-05-23 00:00:00,Original,http://www.ibdb.com/broadway-production/a-day-in-hollywood--a-night-in-the-ukraine-519630#Tours,1981
393,393,Brighton Beach Memoirs (Tour),Tour,Play,1983-11-21 00:00:00,1984-10-14 00:00:00,Original,http://www.ibdb.com/broadway-production/brighton-beach-memoirs-519637#Tours,1983
394,394,The King and I (Tour),Tour,Musical,1981-02-18 00:00:00,1983-06-05 00:00:00,Revival,http://www.ibdb.com/broadway-production/the-king-and-i-519650#Tours,1981
395,395,Brighton Beach Memoirs (Tour),Tour,Play,1984-09-18 00:00:00,1985-08-25 00:00:00,Original,http://www.ibdb.com/broadway-production/brighton-beach-memoirs-519755#Tours,1984
396,396,Joseph and the Amazing Technicolor Dreamcoat (Tour),Tour,Musical,1982-02-12 00:00:00,1982-11-28 00:00:00,Original,http://www.ibdb.com/broadway-production/joseph-and-the-amazing-technicolor-dreamcoat-519829#Tours,1982
397,397,Sophisticated Ladies (Tour: Los Angeles),Tour: Los Angeles,Musical,1982-01-27 00:00:00,1982-09-19 00:00:00,Original,http://www.ibdb.com/broadway-production/sophisticated-ladies-519842#Tours,1982
398,398,Dr. Seuss' How the Grinch Stole Christmas! (Tour),Tour,Musical,2018-11-11 00:00:00,2018-12-30 00:00:00,Original,http://www.ibdb.com/broadway-production/dr-seuss-how-the-grinch-stole-christmas-520002#Tours,2018
399,399,My One And Only (Tour),Tour,Musical,1985-03-08 00:00:00,1986-04-20 00:00:00,Original,http://www.ibdb.com/broadway-production/my-one-and-only-520041#Tours,1985
400,400,Evita (Tour),Tour,Musical,1980-01-09 00:00:00,1982-06-12 00:00:00,Original,http://www.ibdb.com/broadway-production/evita-520052#Tours,1980
401,401,Evita (Tour),Tour,Musical,1980-09-25 00:00:00,1983-03-27 00:00:00,Original,http://www.ibdb.com/broadway-production/evita-520198#Tours,1980
402,402,Eubie! (Tour),Tour,Musical,1979-01-09 00:00:00,1979-04-22 00:00:00,Original,http://www.ibdb.com/broadway-production/eubie-520379#Tours,1979
403,403,The Best Little Whorehouse in Texas (Tour: Houston),Tour: Houston,Musical,1979-02-25 00:00:00,1980-02-24 00:00:00,Original,http://www.ibdb.com/broadway-production/the-best-little-whorehouse-in-texas-520382#Tours,1979
404,404,The Best Little Whorehouse in Texas (Tour),Tour,Musical,1979-09-29 00:00:00,1981-02-01 00:00:00,Original,http://www.ibdb.com/broadway-production/the-best-little-whorehouse-in-texas-520394#Tours,1979
405,405,The Best Little Whorehouse in Texas (Tour),Tour,Musical,1980-03-12 00:00:00,1982-09-05 00:00:00,Original,http://www.ibdb.com/broadway-production/the-best-little-whorehouse-in-texas-520454#Tours,1980
406,406,The Best Little Whorehouse in Texas (Tour),Tour,Musical,1980-11-17 00:00:00,1982-06-27 00:00:00,Original,http://www.ibdb.com/broadway-production/the-best-little-whorehouse-in-texas-520468#Tours,1980
407,407,I Do! I Do! (Tour),Tour,Musical,1983-07-11 00:00:00,1983-09-25 00:00:00,Revival,http://www.ibdb.com/broadway-production/i-do-i-do-520813#Tours,1983
408,408,I'm Not Rappaport (Tour),Tour,Play,1986-11-28 00:00:00,1987-07-12 00:00:00,Original,http://www.ibdb.com/broadway-production/im-not-rappaport-520819#Tours,1986
409,409,Social Security (Tour),Tour,Play,1987-03-03 00:00:00,1987-07-19 00:00:00,Original,http://www.ibdb.com/broadway-production/social-security-520822#Tours,1987
410,410,A Funny Thing Happened on the Way to the Forum (Tour),Tour,Musical,1987-02-28 00:00:00,1987-07-26 00:00:00,Revival,http://www.ibdb.com/broadway-production/a-funny-thing-happened-on-the-way-to-the-forum-520949#Tours,1987
411,411,Timbuktu! (Tour),Tour,Musical,1978-09-20 00:00:00,1979-02-11 00:00:00,Original,http://www.ibdb.com/broadway-production/timbuktu-520959#Tours,1978
412,412,Oklahoma! (Tour),Tour,Musical,1979-04-28 00:00:00,1981-07-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/oklahoma-520980#Tours,1979
413,413,"""MASTER HAROLD""…and the boys (Tour)",Tour,Play,1983-03-05 00:00:00,1984-03-25 00:00:00,Original,http://www.ibdb.com/broadway-production/master-haroldand-the-boys-521005#Tours,1983
414,414,Show Boat (Tour),Tour,Musical,1982-06-10 00:00:00,1983-04-16 00:00:00,Revival,http://www.ibdb.com/broadway-production/show-boat-521039#Tours,1982
415,415,"Hello, Dolly! (Tour)",Tour,Musical,1983-04-12 00:00:00,1983-09-04 00:00:00,Revival,http://www.ibdb.com/broadway-production/hello-dolly-521053#Tours,1983
416,416,My Fair Lady (Tour),Tour,Musical,1980-09-16 00:00:00,1981-07-19 00:00:00,Revival,http://www.ibdb.com/broadway-production/my-fair-lady-521074#Tours,1980
417,417,"Hello, Dolly! (Tour)",Tour,Musical,1977-06-23 00:00:00,1978-12-31 00:00:00,Revival,http://www.ibdb.com/broadway-production/hello-dolly-521075#Tours,1977
418,418,The Band's Visit (Tour),Tour,Musical,2019-06-25 00:00:00,,Original,http://www.ibdb.com/broadway-production/the-bands-visit-521139#Tours,2019
419,419,Amadeus (Tour),Tour,Play,1982-10-08 00:00:00,1984-02-04 00:00:00,Original,http://www.ibdb.com/broadway-production/amadeus-521151#Tours,1982
420,420,Amadeus (Tour),Tour,Play,1982-12-08 00:00:00,1983-07-23 00:00:00,Original,http://www.ibdb.com/broadway-production/amadeus-521173#Tours,1982
421,421,Peter Pan (Tour),Tour,Musical,1981-04-15 00:00:00,1982-01-31 00:00:00,Revival,http://www.ibdb.com/broadway-production/peter-pan-521276#Tours,1981
422,422,Chicago (Tour),Tour,Musical,1977-09-12 00:00:00,1978-08-05 00:00:00,Original,http://www.ibdb.com/broadway-production/chicago-521289#Tours,1977
423,423,The Pirates of Penzance (Tour),Tour,Musical,1981-06-02 00:00:00,1983-02-26 00:00:00,Revival,http://www.ibdb.com/broadway-production/the-pirates-of-penzance-521343#Tours,1981
424,424,On the Twentieth Century (Tour),Tour,Musical,1979-06-09 00:00:00,1979-11-25 00:00:00,Original,http://www.ibdb.com/broadway-production/on-the-twentieth-century-521399#Tours,1979
425,425,Dancin' (Tour),Tour,Musical,1979-04-16 00:00:00,1980-05-18 00:00:00,Original,http://www.ibdb.com/broadway-production/dancin-521408#Tours,1979
426,426,Children of a Lesser God (Tour),Tour,Play,1980-11-21 00:00:00,1982-02-21 00:00:00,Original,http://www.ibdb.com/broadway-production/children-of-a-lesser-god-521409#Tours,1980
427,427,Children of a Lesser God (Tour),Tour,Play,1981-08-31 00:00:00,1982-05-09 00:00:00,Original,http://www.ibdb.com/broadway-production/children-of-a-lesser-god-521425#Tours,1981
428,428,Timbuktu! (Tour),Tour,Musical,1979-04-17 00:00:00,1980-01-20 00:00:00,Original,http://www.ibdb.com/broadway-production/timbuktu-521433#Tours,1979
429,429,Dancin' (Tour),Tour,Musical,1980-07-29 00:00:00,1983-10-09 00:00:00,Original,http://www.ibdb.com/broadway-production/dancin-521450#Tours,1980
430,430,Deathtrap (Tour),Tour,Play,1978-11-13 00:00:00,1980-03-01 00:00:00,Original,http://www.ibdb.com/broadway-production/deathtrap-521571#Tours,1978
431,431,Deathtrap (Tour),Tour,Play,1980-01-25 00:00:00,1980-06-01 00:00:00,Original,http://www.ibdb.com/broadway-production/deathtrap-521573#Tours,1980
432,432,The Elephant Man (Tour),Tour,Play,1979-11-27 00:00:00,1981-03-08 00:00:00,Original,http://www.ibdb.com/broadway-production/the-elephant-man-521576#Tours,1979
433,433,The Elephant Man (Tour),Tour,Play,1980-10-04 00:00:00,1981-04-01 00:00:00,Original,http://www.ibdb.com/broadway-production/the-elephant-man-521586#Tours,1980
434,434,Grease (Tour),Tour,Musical,1972-12-22 00:00:00,1974-12-28 00:00:00,Original,http://www.ibdb.com/broadway-production/grease-521595#Tours,1972
435,435,Frozen (Tour),Tour,Musical,2019-11-10 00:00:00,,Original,http://www.ibdb.com/broadway-production/frozen-521605#Tours,2019
436,436,Grease (Tour),Tour,Musical,1973-10-08 00:00:00,1974-11-09 00:00:00,Original,http://www.ibdb.com/broadway-production/grease-521611#Tours,1973
437,437,The Wiz (Tour),Tour,Musical,1983-09-16 00:00:00,1984-05-13 00:00:00,Revival,http://www.ibdb.com/broadway-production/the-wiz-521629#Tours,1983
438,438,A Chorus Line (Tour),Tour,Musical,1976-04-29 00:00:00,1983-05-29 00:00:00,Original,http://www.ibdb.com/broadway-production/a-chorus-line-521639#Tours,1976
439,439,Eubie! (Tour),Tour,Musical,1979-08-17 00:00:00,1980-03-07 00:00:00,Original,http://www.ibdb.com/broadway-production/eubie-521681#Tours,1979
440,440,Grease (Tour),Tour,Musical,1976-10-10 00:00:00,1978-01-15 00:00:00,Original,http://www.ibdb.com/broadway-production/grease-521700#Tours,1976
441,441,Eubie! (Tour),Tour,Musical,1979-12-26 00:00:00,1980-07-19 00:00:00,Original,http://www.ibdb.com/broadway-production/eubie-521701#Tours,1979
442,442,Eubie! (Tour),Tour,Musical,1980-11-25 00:00:00,1981-01-25 00:00:00,Original,http://www.ibdb.com/broadway-production/eubie-521702#Tours,1980
443,443,They're Playing Our Song (Tour),Tour,Musical,1979-12-03 00:00:00,1981-11-07 00:00:00,Original,http://www.ibdb.com/broadway-production/theyre-playing-our-song-521719#Tours,1979
444,444,The Wiz (Tour),Tour,Musical,1978-06-23 00:00:00,1979-07-01 00:00:00,Original,http://www.ibdb.com/broadway-production/the-wiz-521721#Tours,1978
445,445,Da (Tour),Tour,Play,1979-09-10 00:00:00,1980-06-28 00:00:00,Original,http://www.ibdb.com/broadway-production/da-521747#Tours,1979
446,446,Your Arms Too Short to Box With God (Tour),Tour,Musical,1979-01-19 00:00:00,1980-03-02 00:00:00,Original,http://www.ibdb.com/broadway-production/your-arms-too-short-to-box-with-god-521755#Tours,1979
447,447,They're Playing Our Song (Tour),Tour,Musical,1981-01-19 00:00:00,1982-07-25 00:00:00,Original,http://www.ibdb.com/broadway-production/theyre-playing-our-song-521777#Tours,1981
448,448,Peter Pan (Tour),Tour,Musical,1982-06-15 00:00:00,1983-07-17 00:00:00,Revival,http://www.ibdb.com/broadway-production/peter-pan-521825#Tours,1982
449,449,Grease (Tour),Tour,Musical,1979-04-13 00:00:00,1979-06-03 00:00:00,Original,http://www.ibdb.com/broadway-production/grease-521897#Tours,1979
450,450,The Wiz (Tour),Tour,Musical,1992-08-04 00:00:00,1993-04-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/the-wiz-521920#Tours,1992
451,451,The Wiz (Tour),Tour,Musical,1976-06-15 00:00:00,1979-07-07 00:00:00,Original,http://www.ibdb.com/broadway-production/the-wiz-521921#Tours,1976
452,452,Bubbling Brown Sugar (Tour),Tour,Musical,1976-06-22 00:00:00,1977-10-09 00:00:00,Original,http://www.ibdb.com/broadway-production/bubbling-brown-sugar-522121#Tours,1976
453,453,Bubbling Brown Sugar (Tour),Tour,Musical,1977-08-23 00:00:00,1978-04-30 00:00:00,Original,http://www.ibdb.com/broadway-production/bubbling-brown-sugar-522140#Tours,1977
454,454,Butterflies Are Free (Tour),Tour,Play,1970-05-13 00:00:00,1971-05-01 00:00:00,Original,http://www.ibdb.com/broadway-production/butterflies-are-free-522154#Tours,1970
455,455,Mean Girls (Tour),Tour,Musical,2019-09-21 00:00:00,,Original,http://www.ibdb.com/broadway-production/mean-girls-522168#Tours,2019
456,456,Summer (Tour),Tour,Musical,2019-09-29 00:00:00,2020-03-13 00:00:00,Original,http://www.ibdb.com/broadway-production/summer-522223#Tours,2019
457,457,A Little Night Music (Tour),Tour,Musical,1976-09-18 00:00:00,1976-12-11 00:00:00,Original,http://www.ibdb.com/broadway-production/a-little-night-music-522316#Tours,1976
458,458,Raisin (Tour),Tour,Musical,1975-12-09 00:00:00,1977-05-01 00:00:00,Original,http://www.ibdb.com/broadway-production/raisin-522323#Tours,1975
459,459,Pippin (Tour),Tour,Musical,1977-08-02 00:00:00,1978-08-26 00:00:00,Original,http://www.ibdb.com/broadway-production/pippin-522399#Tours,1977
460,460,My Fair Lady (Tour),Tour,Musical,1977-10-10 00:00:00,1978-05-28 00:00:00,Revival,http://www.ibdb.com/broadway-production/my-fair-lady-522404#Tours,1977
461,461,Shenandoah (Tour),Tour,Musical,1977-10-04 00:00:00,1978-06-03 00:00:00,Original,http://www.ibdb.com/broadway-production/shenandoah-522411#Tours,1977
462,462,The Sound of Music (Tour),Tour,Musical,1977-06-28 00:00:00,1977-09-04 00:00:00,Revival,http://www.ibdb.com/broadway-production/the-sound-of-music-522422#Tours,1977
463,463,A Little Night Music (Tour),Tour,Musical,1974-02-26 00:00:00,1975-02-15 00:00:00,Original,http://www.ibdb.com/broadway-production/a-little-night-music-522449#Tours,1974
464,464,Irene (Tour),Tour,Musical,1974-09-11 00:00:00,1975-05-03 00:00:00,Original,http://www.ibdb.com/broadway-production/irene-522457#Tours,1974
465,465,Equus (Tour),Tour,Play,1975-11-13 00:00:00,1977-04-24 00:00:00,Original,http://www.ibdb.com/broadway-production/equus-522462#Tours,1975
466,466,Equus (Tour),Tour,Play,1976-09-14 00:00:00,1977-04-24 00:00:00,Original,http://www.ibdb.com/broadway-production/equus-522531#Tours,1976
467,467,for colored girls who have considered suicide / when the rainbow is enuf (Tour),Tour,Play,1977-08-10 00:00:00,1978-12-31 00:00:00,Original,http://www.ibdb.com/broadway-production/for-colored-girls-who-have-considered-suicide--when-the-rainbow-is-enuf-522538#Tours,1977
468,468,Cruel Intentions (Tour),Tour,Musical,2019-03-29 00:00:00,2019-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/cruel-intentions-522557#Tours,2019
469,469,Dracula (Tour),Tour,Play,1978-05-19 00:00:00,1979-04-08 00:00:00,Revival,http://www.ibdb.com/broadway-production/dracula-522640#Tours,1978
470,470,To Kill a Mockingbird (Tour),Tour,Play,2020-12-29 00:00:00,,Original,http://www.ibdb.com/broadway-production/to-kill-a-mockingbird-522655#Tours,2020
471,471,Dracula (Tour),Tour,Play,1978-11-25 00:00:00,1979-06-24 00:00:00,Revival,http://www.ibdb.com/broadway-production/dracula-522661#Tours,1978
472,472,Sly Fox (Tour),Tour,Play,1978-03-06 00:00:00,1978-05-26 00:00:00,Original,http://www.ibdb.com/broadway-production/sly-fox-522665#Tours,1978
473,473,Pacific Overtures (Tour),Tour,Musical,1976-08-31 00:00:00,1976-12-18 00:00:00,Original,http://www.ibdb.com/broadway-production/pacific-overtures-522672#Tours,1976
474,474,My Fair Lady (Tour),Tour,Musical,2019-12-10 00:00:00,,Revival,http://www.ibdb.com/broadway-production/my-fair-lady-522677#Tours,2019
475,475,Man of La Mancha (Tour),Tour,Musical,2000-09-20 00:00:00,2001-04-08 00:00:00,Revival,http://www.ibdb.com/broadway-production/man-of-la-mancha-522704#Tours,2000
476,476,The Music Man (Tour),Tour,Musical,1979-10-18 00:00:00,1980-05-25 00:00:00,Revival,http://www.ibdb.com/broadway-production/the-music-man-522731#Tours,1979
