,Unnamed: 0,title,tour_descript,show_type,tour_opening,tour_closing,original_or_revival,reference_url,year
40,40,Dr. Seuss' How the Grinch Stole Christmas! (Tour),Tour,Musical,2014-11-14 00:00:00,2014-12-28 00:00:00,Original,http://www.ibdb.com/broadway-production/dr-seuss-how-the-grinch-stole-christmas-503871#Tours,2014
41,41,Irving Berlin's White Christmas (Tour: 2014),Tour: 2014,Musical,2014-11-11 00:00:00,2015-01-04 00:00:00,Revival,http://www.ibdb.com/broadway-production/irving-berlins-white-christmas-503879#Tours,2014
42,42,"Hello, Dolly! (Tour)",Tour,Musical,2013-10-05 00:00:00,2014-04-05 00:00:00,Revival,http://www.ibdb.com/broadway-production/hello-dolly-503917#Tours,2013
43,43,Sister Act (Tour),Tour,Musical,2012-10-02 00:00:00,2014-06-29 00:00:00,Original,http://www.ibdb.com/broadway-production/sister-act-503926#Tours,2012
44,44,Priscilla Queen of the Desert (Tour),Tour,Musical,2013-01-08 00:00:00,2013-11-17 00:00:00,Original,http://www.ibdb.com/broadway-production/priscilla-queen-of-the-desert-504110#Tours,2013
45,45,Hedwig and the Angry Inch (Tour),Tour,Musical,2016-10-02 00:00:00,2017-07-02 00:00:00,Original,http://www.ibdb.com/broadway-production/hedwig-and-the-angry-inch-504197#Tours,2016
46,46,Irving Berlin's White Christmas (Tour: 2013),Tour: 2013,Musical,2013-11-01 00:00:00,2013-12-29 00:00:00,Revival,http://www.ibdb.com/broadway-production/irving-berlins-white-christmas-504202#Tours,2013
47,47,Les Misérables (Tour: 25th Anniversary),Tour: 25th Anniversary,Musical,2011-01-04 00:00:00,2013-08-11 00:00:00,Revival,http://www.ibdb.com/broadway-production/les-misrables-504219#Tours,2011
48,48,A Christmas Story The Musical (Tour),Tour,Musical,2013-11-12 00:00:00,2013-12-29 00:00:00,Original,http://www.ibdb.com/broadway-production/a-christmas-story-the-musical-504322#Tours,2013
49,49,A Night with Janis Joplin (Tour),Tour,Musical,2016-02-09 00:00:00,2016-04-24 00:00:00,Original,http://www.ibdb.com/broadway-production/a-night-with-janis-joplin-504364#Tours,2016
50,50,Next To Normal (Tour),Tour,Musical,2010-11-23 00:00:00,2011-07-31 00:00:00,Original,http://www.ibdb.com/broadway-production/next-to-normal-504485#Tours,2010
51,51,Elf (Tour),Tour,Musical,2013-11-09 00:00:00,2014-01-05 00:00:00,Original,http://www.ibdb.com/broadway-production/elf-504524#Tours,2013
52,52,Mary Poppins (Tour),Tour,Musical,2009-03-11 00:00:00,2013-06-02 00:00:00,Original,http://www.ibdb.com/broadway-production/mary-poppins-504581#Tours,2009
53,53,La Cage aux Folles (Tour),Tour,Musical,2011-10-11 00:00:00,2012-11-18 00:00:00,Revival,http://www.ibdb.com/broadway-production/la-cage-aux-folles-504649#Tours,2011
54,54,Hamilton (Tour: Angelica),Tour: Angelica,Musical,2017-03-10 00:00:00,,Original,http://www.ibdb.com/broadway-production/hamilton-504675#Tours,2017
55,55,Aladdin (Tour),Tour,Musical,2017-04-11 00:00:00,2020-03-12 00:00:00,Original,http://www.ibdb.com/broadway-production/aladdin-504676#Tours,2017
56,56,Jekyll &amp; Hyde (Tour),Tour,Musical,2012-10-02 00:00:00,2013-03-31 00:00:00,Revival,http://www.ibdb.com/broadway-production/jekyll-hyde-504856#Tours,2012
57,57,The Addams Family (Tour),Tour,Musical,2011-09-15 00:00:00,2012-12-30 00:00:00,Original,http://www.ibdb.com/broadway-production/the-addams-family-504860#Tours,2011
58,58,Jersey Boys (Tour),Tour,Musical,2006-12-01 00:00:00,2013-04-28 00:00:00,Original,http://www.ibdb.com/broadway-production/jersey-boys-504882#Tours,2006
59,59,Come Fly Away (Tour),Tour,Musical,2011-08-02 00:00:00,2012-06-10 00:00:00,Original,http://www.ibdb.com/broadway-production/come-fly-away-504901#Tours,2011
60,60,Looped (Tour),Tour,Play,2013-02-26 00:00:00,2013-05-12 00:00:00,Original,http://www.ibdb.com/broadway-production/looped-504912#Tours,2013
61,61,Peter Pan (Tour),Tour,Musical,2011-08-24 00:00:00,2013-04-28 00:00:00,Revival,http://www.ibdb.com/broadway-production/peter-pan-504920#Tours,2011
62,62,Shrek The Musical (Tour),Tour,Musical,2010-07-13 00:00:00,2011-07-31 00:00:00,Original,http://www.ibdb.com/broadway-production/shrek-the-musical-504965#Tours,2010
63,63,West Side Story (Tour),Tour,Musical,2010-09-30 00:00:00,2012-06-10 00:00:00,Revival,http://www.ibdb.com/broadway-production/west-side-story-505024#Tours,2010
64,64,9 to 5 (Tour),Tour,Musical,2010-09-21 00:00:00,2011-07-31 00:00:00,Original,http://www.ibdb.com/broadway-production/9-to-5-505089#Tours,2010
65,65,Young Frankenstein (Tour),Tour,Musical,2009-09-29 00:00:00,2011-05-15 00:00:00,Original,http://www.ibdb.com/broadway-production/young-frankenstein-505106#Tours,2009
66,66,Flashdance the Musical (Tour),Tour,Musical,2012-12-28 00:00:00,2014-06-08 00:00:00,Original,http://www.ibdb.com/broadway-production/flashdance-the-musical-505133#Tours,2012
67,67,Dirty Dancing (Tour),Tour,Musical,2014-08-21 00:00:00,2017-06-25 00:00:00,Original,http://www.ibdb.com/broadway-production/dirty-dancing-505142#Tours,2014
68,68,The Bodyguard (Tour),Tour,Musical,2017-01-10 00:00:00,2018-04-15 00:00:00,Original,http://www.ibdb.com/broadway-production/the-bodyguard-505156#Tours,2017
69,69,The 101 Dalmations Musical (Tour),Tour,Musical,2009-10-13 00:00:00,2010-04-18 00:00:00,Original,http://www.ibdb.com/broadway-production/the-101-dalmations-musical-505220#Tours,2009
70,70,We Will Rock You (Tour),Tour,Musical,2013-10-08 00:00:00,2014-08-24 00:00:00,Original,http://www.ibdb.com/broadway-production/we-will-rock-you-505311#Tours,2013
71,71,Memphis (Tour),Tour,Musical,2011-10-14 00:00:00,2013-05-19 00:00:00,Original,http://www.ibdb.com/broadway-production/memphis-505428#Tours,2011
72,72,A Christmas Story The Musical (Tour),Tour,Musical,2011-11-08 00:00:00,2012-01-01 00:00:00,Original,http://www.ibdb.com/broadway-production/a-christmas-story-the-musical-505476#Tours,2011
73,73,Camelot (Tour),Tour,Musical,2007-01-12 00:00:00,2008-04-20 00:00:00,Revival,http://www.ibdb.com/broadway-production/camelot-505489#Tours,2007
74,74,Dr. Seuss' How the Grinch Stole Christmas! (Tour),Tour,Musical,2012-11-23 00:00:00,2012-12-30 00:00:00,Original,http://www.ibdb.com/broadway-production/dr-seuss-how-the-grinch-stole-christmas-505515#Tours,2012
75,75,Dr. Seuss' How the Grinch Stole Christmas! (Tour),Tour,Musical,2008-11-11 00:00:00,2008-12-28 00:00:00,Original,http://www.ibdb.com/broadway-production/dr-seuss-how-the-grinch-stole-christmas-505516#Tours,2008
76,76,Bring It On The Musical (Tour),Tour,Musical,2011-10-30 00:00:00,2012-06-03 00:00:00,Original,http://www.ibdb.com/broadway-production/bring-it-on-the-musical-505549#Tours,2011
77,77,Legally Blonde (Tour),Tour,Musical,2008-09-23 00:00:00,2010-08-10 00:00:00,Original,http://www.ibdb.com/broadway-production/legally-blonde-505615#Tours,2008
78,78,Hair (Tour),Tour,Musical,2010-10-22 00:00:00,2012-01-29 00:00:00,Revival,http://www.ibdb.com/broadway-production/hair-505663#Tours,2010
79,79,American Idiot (Tour),Tour,Musical,2011-12-21 00:00:00,2012-07-08 00:00:00,Original,http://www.ibdb.com/broadway-production/american-idiot-505664#Tours,2011
80,80,Sweeney Todd (Tour),Tour,Musical,2007-10-23 00:00:00,2008-06-29 00:00:00,Revival,http://www.ibdb.com/broadway-production/sweeney-todd-505675#Tours,2007
81,81,Who's Afraid of Virginia Woolf? (Tour),Tour,Play,2007-01-04 00:00:00,2007-05-20 00:00:00,Revival,http://www.ibdb.com/broadway-production/whos-afraid-of-virginia-woolf-505681#Tours,2007
82,82,High School Musical (Tour),Tour,Musical,2007-05-29 00:00:00,2008-08-03 00:00:00,Original,http://www.ibdb.com/broadway-production/high-school-musical-505683#Tours,2007
83,83,Grease (Tour),Tour,Musical,2008-12-02 00:00:00,2010-05-23 00:00:00,Revival,http://www.ibdb.com/broadway-production/grease-505713#Tours,2008
84,84,South Pacific (Tour),Tour,Musical,2009-09-18 00:00:00,2011-03-20 00:00:00,Revival,http://www.ibdb.com/broadway-production/south-pacific-505742#Tours,2009
85,85,Xanadu (Tour),Tour,Musical,2009-01-16 00:00:00,2010-05-09 00:00:00,Original,http://www.ibdb.com/broadway-production/xanadu-505747#Tours,2009
86,86,Frost/Nixon (Tour),Tour,Play,2008-09-30 00:00:00,2009-05-10 00:00:00,Original,http://www.ibdb.com/broadway-production/frost-nixon-505754#Tours,2008
87,87,Rock of Ages (Tour),Tour,Musical,2010-09-21 00:00:00,2011-07-24 00:00:00,Original,http://www.ibdb.com/broadway-production/rock-of-ages-505758#Tours,2010
88,88,Guys and Dolls (Tour),Tour,Musical,2011-07-09 00:00:00,2011-08-21 00:00:00,Revival,http://www.ibdb.com/broadway-production/guys-and-dolls-505774#Tours,2011
89,89,Little House on the Prairie (Tour),Tour,Musical,2009-10-13 00:00:00,2010-06-27 00:00:00,Original,http://www.ibdb.com/broadway-production/little-house-on-the-prairie-505839#Tours,2009
90,90,Billy Elliot: The Musical (Tour),Tour,Musical,2010-03-18 00:00:00,2011-09-04 00:00:00,Original,http://www.ibdb.com/broadway-production/billy-elliot-the-musical-505877#Tours,2010
91,91,Billy Elliot: The Musical (Tour),Tour,Musical,2010-10-30 00:00:00,2011-08-21 00:00:00,Original,http://www.ibdb.com/broadway-production/billy-elliot-the-musical-505908#Tours,2010
92,92,Billy Elliot: The Musical (Tour),Tour,Musical,2011-10-31 00:00:00,2013-06-23 00:00:00,Original,http://www.ibdb.com/broadway-production/billy-elliot-the-musical-505940#Tours,2011
93,93,Ain't Misbehavin' (Tour),Tour,Musical,2008-11-13 00:00:00,2009-05-17 00:00:00,Revival,http://www.ibdb.com/broadway-production/aint-misbehavin-505968#Tours,2008
94,94,Fiddler on the Roof (Tour),Tour,Musical,2009-02-07 00:00:00,2010-06-27 00:00:00,Revival,http://www.ibdb.com/broadway-production/fiddler-on-the-roof-505972#Tours,2009
95,95,In the Heights (Tour),Tour,Musical,2009-10-27 00:00:00,2011-04-03 00:00:00,Original,http://www.ibdb.com/broadway-production/in-the-heights-506170#Tours,2009
96,96,Mamma Mia! (Tour: Second National),Tour: Second National,Musical,2002-02-26 00:00:00,2012-08-26 00:00:00,Original,http://www.ibdb.com/broadway-production/mamma-mia-506184#Tours,2002
97,97,Rent (Tour: Mark),Tour: Mark,Musical,2009-01-06 00:00:00,2010-02-07 00:00:00,Original,http://www.ibdb.com/broadway-production/rent-506253#Tours,2009
98,98,Chitty Chitty Bang Bang (Tour),Tour,Musical,2008-11-15 00:00:00,2009-08-02 00:00:00,Original,http://www.ibdb.com/broadway-production/chitty-chitty-bang-bang-506268#Tours,2008
99,99,Chicago (Tour),Tour,Musical,2011-05-10 00:00:00,2012-11-11 00:00:00,Revival,http://www.ibdb.com/broadway-production/chicago-506273#Tours,2011
100,100,Chicago (Tour),Tour,Musical,2008-11-11 00:00:00,2010-06-27 00:00:00,Revival,http://www.ibdb.com/broadway-production/chicago-506274#Tours,2008
101,101,A Chorus Line (Tour),Tour,Musical,2008-05-04 00:00:00,2010-06-13 00:00:00,Revival,http://www.ibdb.com/broadway-production/a-chorus-line-506307#Tours,2008
102,102,Into the Woods (Tour),Tour,Musical,2016-11-26 00:00:00,2017-05-28 00:00:00,Revival,http://www.ibdb.com/broadway-production/into-the-woods-506730#Tours,2016
103,103,The Color Purple (Tour),Tour,Musical,2007-04-17 00:00:00,2010-02-28 00:00:00,Original,http://www.ibdb.com/broadway-production/the-color-purple-506855#Tours,2007
104,104,Spring Awakening (Tour),Tour,Musical,2008-08-15 00:00:00,2010-05-23 00:00:00,Original,http://www.ibdb.com/broadway-production/spring-awakening-506872#Tours,2008
105,105,The 39 Steps (Tour),Tour,Play,2009-11-05 00:00:00,2010-06-13 00:00:00,Original,http://www.ibdb.com/broadway-production/the-39-steps-506935#Tours,2009
106,106,A Bronx Tale (Tour),Tour,Play,2008-09-02 00:00:00,2010-04-18 00:00:00,Original,http://www.ibdb.com/broadway-production/a-bronx-tale-506936#Tours,2008
107,107,August: Osage County (Tour),Tour,Play,2009-07-24 00:00:00,2010-05-09 00:00:00,Original,http://www.ibdb.com/broadway-production/august-osage-county-506937#Tours,2009
108,108,Dreamgirls (Tour),Tour,Musical,2009-11-01 00:00:00,2010-12-26 00:00:00,Revival,http://www.ibdb.com/broadway-production/dreamgirls-506988#Tours,2009
109,109,The Drowsy Chaperone (Tour),Tour,Musical,2007-09-19 00:00:00,2008-11-16 00:00:00,Original,http://www.ibdb.com/broadway-production/the-drowsy-chaperone-507021#Tours,2007
110,110,Twelve Angry Men (Tour),Tour,Play,2006-09-19 00:00:00,2008-06-15 00:00:00,Original,http://www.ibdb.com/broadway-production/twelve-angry-men-507034#Tours,2006
111,111,The Lion King (Tour: Cheetah),Tour: Cheetah,Musical,2003-04-23 00:00:00,2008-03-02 00:00:00,Original,http://www.ibdb.com/broadway-production/the-lion-king-507042#Tours,2003
112,112,Golda's Balcony (Tour),Tour,Play,2005-10-11 00:00:00,2006-06-11 00:00:00,Original,http://www.ibdb.com/broadway-production/goldas-balcony-507127#Tours,2005
113,113,Avenue Q (Tour),Tour,Musical,2007-06-30 00:00:00,2009-05-10 00:00:00,Original,http://www.ibdb.com/broadway-production/avenue-q-507194#Tours,2007
114,114,Spamalot (Tour),Tour,Musical,2006-03-07 00:00:00,2009-10-18 00:00:00,Original,http://www.ibdb.com/broadway-production/spamalot-507231#Tours,2006
115,115,Dirty Rotten Scoundrels (Tour),Tour,Musical,2006-08-04 00:00:00,2007-08-19 00:00:00,Original,http://www.ibdb.com/broadway-production/dirty-rotten-scoundrels-507245#Tours,2006
116,116,My Fair Lady (Tour),Tour,Musical,2007-09-12 00:00:00,2008-06-22 00:00:00,Revival,http://www.ibdb.com/broadway-production/my-fair-lady-507292#Tours,2007
117,117,Little Women (Tour),Tour,Musical,2005-09-02 00:00:00,2006-08-20 00:00:00,Original,http://www.ibdb.com/broadway-production/little-women-507340#Tours,2005
118,118,Some Like It Hot (Tour),Tour,Musical,2002-06-04 00:00:00,2003-05-11 00:00:00,Original,http://www.ibdb.com/broadway-production/some-like-it-hot-507355#Tours,2002
119,119,The Light in the Piazza (Tour),Tour,Musical,2006-08-01 00:00:00,2007-07-22 00:00:00,Original,http://www.ibdb.com/broadway-production/the-light-in-the-piazza-507414#Tours,2006
120,120,Doubt (Tour),Tour,Play,2006-09-22 00:00:00,2007-05-20 00:00:00,Original,http://www.ibdb.com/broadway-production/doubt-507516#Tours,2006
121,121,Altar Boyz (Tour),Tour,Musical,2006-10-07 00:00:00,2007-05-13 00:00:00,Original,http://www.ibdb.com/broadway-production/altar-boyz-507532#Tours,2006
122,122,Doctor Dolittle (Tour: 2006),Tour: 2006,Musical,2006-01-13 00:00:00,2006-07-30 00:00:00,Revival,http://www.ibdb.com/broadway-production/doctor-dolittle-507550#Tours,2006
123,123,Doctor Dolittle (Tour: 2005),Tour: 2005,Musical,2005-08-02 00:00:00,2005-10-02 00:00:00,Original,http://www.ibdb.com/broadway-production/doctor-dolittle-507553#Tours,2005
124,124,Chita Rivera: The Dancer's Life (Tour),Tour,Musical,2006-12-19 00:00:00,2007-06-10 00:00:00,Original,http://www.ibdb.com/broadway-production/chita-rivera-the-dancers-life-507575#Tours,2006
125,125,Bombay Dreams (Tour),Tour,Musical,2006-02-21 00:00:00,2006-10-01 00:00:00,Original,http://www.ibdb.com/broadway-production/bombay-dreams-507586#Tours,2006
126,126,Brooklyn (Tour),Tour,Musical,2006-06-11 00:00:00,2006-08-13 00:00:00,Original,http://www.ibdb.com/broadway-production/brooklyn-507622#Tours,2006
127,127,Sweet Charity (Tour),Tour,Musical,2006-09-05 00:00:00,2007-08-12 00:00:00,Revival,http://www.ibdb.com/broadway-production/sweet-charity-507655#Tours,2006
128,128,All Shook Up (Tour),Tour,Musical,2006-09-12 00:00:00,2007-07-01 00:00:00,Original,http://www.ibdb.com/broadway-production/all-shook-up-507676#Tours,2006
129,129,Annie (Tour),Tour,Musical,2005-08-23 00:00:00,2007-03-25 00:00:00,Revival,http://www.ibdb.com/broadway-production/annie-507695#Tours,2005
130,130,Movin' Out (Tour),Tour,Musical,2004-01-27 00:00:00,2007-01-21 00:00:00,Original,http://www.ibdb.com/broadway-production/movin-out-507696#Tours,2004
131,131,Whistle Down the Wind (Tour),Tour,Musical,2007-09-09 00:00:00,2008-02-17 00:00:00,Original,http://www.ibdb.com/broadway-production/whistle-down-the-wind-507778#Tours,2007
132,132,Little Shop of Horrors (Tour),Tour,Musical,2004-08-03 00:00:00,2006-04-16 00:00:00,Revival,http://www.ibdb.com/broadway-production/little-shop-of-horrors-507804#Tours,2004
133,133,The Full Monty (Tour),Tour,Musical,2001-05-22 00:00:00,2001-10-27 00:00:00,Original,http://www.ibdb.com/broadway-production/the-full-monty-507818#Tours,2001
134,134,The Full Monty (Tour),Tour,Musical,2002-04-16 00:00:00,2003-12-14 00:00:00,Original,http://www.ibdb.com/broadway-production/the-full-monty-507819#Tours,2002
135,135,The 25th Annual Putnam County Spelling Bee (Tour),Tour,Musical,2006-09-19 00:00:00,2008-06-01 00:00:00,Original,http://www.ibdb.com/broadway-production/the-25th-annual-putnam-county-spelling-bee-507838#Tours,2006
136,136,Joseph and the Amazing Technicolor Dreamcoat (Tour: 2005),Tour: 2005,Musical,2005-09-06 00:00:00,2006-07-30 00:00:00,Revival,http://www.ibdb.com/broadway-production/joseph-and-the-amazing-technicolor-dreamcoat-507844#Tours,2005
137,137,Hairspray (Tour),Tour,Musical,2003-09-09 00:00:00,2006-06-25 00:00:00,Original,http://www.ibdb.com/broadway-production/hairspray-507910#Tours,2003
138,138,The Best Little Whorehouse in Texas (Tour),Tour,Musical,2001-02-13 00:00:00,2002-05-12 00:00:00,Revival,http://www.ibdb.com/broadway-production/the-best-little-whorehouse-in-texas-507939#Tours,2001
139,139,The Producers (Tour: Max),Tour: Max,Musical,2002-09-10 00:00:00,2005-01-30 00:00:00,Original,http://www.ibdb.com/broadway-production/the-producers-507944#Tours,2002
140,140,The Producers (Tour: Leo),Tour: Leo,Musical,2003-06-17 00:00:00,2005-06-26 00:00:00,Original,http://www.ibdb.com/broadway-production/the-producers-507949#Tours,2003
141,141,The Graduate (Tour),Tour,Play,2003-08-09 00:00:00,2005-05-01 00:00:00,Original,http://www.ibdb.com/broadway-production/the-graduate-507969#Tours,2003
142,142,On the Record (Tour),Tour,Musical,2004-11-09 00:00:00,2005-07-31 00:00:00,Original,http://www.ibdb.com/broadway-production/on-the-record-508005#Tours,2004
143,143,Thoroughly Modern Millie (Tour),Tour,Musical,2003-07-15 00:00:00,2005-05-08 00:00:00,Original,http://www.ibdb.com/broadway-production/thoroughly-modern-millie-508051#Tours,2003
144,144,The King and I (Tour: 2004),Tour: 2004,Musical,2004-06-12 00:00:00,2005-11-13 00:00:00,Revival,http://www.ibdb.com/broadway-production/the-king-and-i-508122#Tours,2004
145,145,South Pacific (Tour),Tour,Musical,2001-09-21 00:00:00,2002-11-17 00:00:00,Revival,http://www.ibdb.com/broadway-production/south-pacific-508188#Tours,2001
146,146,"Kiss Me, Kate (Tour)",Tour,Musical,2001-06-19 00:00:00,2002-06-16 00:00:00,Revival,http://www.ibdb.com/broadway-production/kiss-me-kate-508197#Tours,2001
147,147,Seussical (Tour),Tour,Musical,2002-09-02 00:00:00,2003-06-29 00:00:00,Original,http://www.ibdb.com/broadway-production/seussical-508209#Tours,2002
148,148,Urinetown (Tour),Tour,Musical,2003-09-09 00:00:00,2004-06-13 00:00:00,Original,http://www.ibdb.com/broadway-production/urinetown-508227#Tours,2003
149,149,Flower Drum Song (Tour),Tour,Musical,2003-09-02 00:00:00,2004-02-01 00:00:00,Revival,http://www.ibdb.com/broadway-production/flower-drum-song-508271#Tours,2003
150,150,"tick, tick... BOOM! (Tour)",Tour,Musical,2003-01-07 00:00:00,2003-06-08 00:00:00,Original,http://www.ibdb.com/broadway-production/tick-tick-boom-508332#Tours,2003
151,151,The Tale of the Allergist's Wife (Tour),Tour,Play,2002-06-18 00:00:00,2003-04-06 00:00:00,Original,http://www.ibdb.com/broadway-production/the-tale-of-the-allergists-wife-508338#Tours,2002
152,152,Happy Days (Tour),Tour,Musical,2008-10-31 00:00:00,2009-06-07 00:00:00,Original,http://www.ibdb.com/broadway-production/happy-days-508354#Tours,2008
153,153,I Love Lucy Live on Stage (Tour),Tour,Play,2013-08-06 00:00:00,2015-06-28 00:00:00,Original,http://www.ibdb.com/broadway-production/i-love-lucy-live-on-stage-508418#Tours,2013
154,154,Jesus Christ Superstar (Tour),Tour,Musical,2002-11-01 00:00:00,2005-01-30 00:00:00,Revival,http://www.ibdb.com/broadway-production/jesus-christ-superstar-508455#Tours,2002
155,155,Cheers Live on Stage (Tour),Tour,Play,2016-09-09 00:00:00,2016-10-09 00:00:00,Original,http://www.ibdb.com/broadway-production/cheers-live-on-stage-508535#Tours,2016
156,156,Evita (Tour: 2004),Tour: 2004,Musical,2004-11-02 00:00:00,2006-02-12 00:00:00,Revival,http://www.ibdb.com/broadway-production/evita-508542#Tours,2004
157,157,Big River (Tour),Tour,Musical,2004-06-11 00:00:00,2005-06-05 00:00:00,Revival,http://www.ibdb.com/broadway-production/big-river-508568#Tours,2004
158,158,Irving Berlin's White Christmas (Tour: 2016),Tour: 2016,Musical,2016-11-12 00:00:00,2017-01-01 00:00:00,Revival,http://www.ibdb.com/broadway-production/irving-berlins-white-christmas-508581#Tours,2016
159,159,Aida (Tour),Tour,Musical,2001-03-27 00:00:00,2003-08-24 00:00:00,Original,http://www.ibdb.com/broadway-production/aida-508582#Tours,2001
160,160,Annie Get Your Gun (Tour),Tour,Musical,2000-07-11 00:00:00,2001-06-10 00:00:00,Revival,http://www.ibdb.com/broadway-production/annie-get-your-gun-508603#Tours,2000
161,161,Proof (Tour),Tour,Play,2001-11-27 00:00:00,2002-06-23 00:00:00,Original,http://www.ibdb.com/broadway-production/proof-508622#Tours,2001
162,162,Copenhagen (Tour),Tour,Play,2001-11-16 00:00:00,2002-05-19 00:00:00,Original,http://www.ibdb.com/broadway-production/copenhagen-508626#Tours,2001
163,163,Saturday Night Fever (Tour),Tour,Musical,2001-03-03 00:00:00,2002-06-30 00:00:00,Original,http://www.ibdb.com/broadway-production/saturday-night-fever-508627#Tours,2001
164,164,Rodgers + Hammerstein's Cinderella (Tour),Tour,Musical,2000-11-28 00:00:00,2002-03-24 00:00:00,Original,http://www.ibdb.com/broadway-production/rodgers-hammersteins-cinderella-508629#Tours,2000
165,165,Copacabana (Tour),Tour,Musical,2000-06-15 00:00:00,2001-05-20 00:00:00,Original,http://www.ibdb.com/broadway-production/copacabana-508637#Tours,2000
166,166,Legends! (Tour),Tour,Play,2006-09-12 00:00:00,2007-05-06 00:00:00,Revival,http://www.ibdb.com/broadway-production/legends-508716#Tours,2006
167,167,Fiddler on the Roof (Tour),Tour,Musical,2000-10-24 00:00:00,2002-05-26 00:00:00,Revival,http://www.ibdb.com/broadway-production/fiddler-on-the-roof-508729#Tours,2000
168,168,Peter Pan (Tour),Tour,Musical,2004-09-24 00:00:00,2006-05-28 00:00:00,Revival,http://www.ibdb.com/broadway-production/peter-pan-508753#Tours,2004
169,169,Contact (Tour),Tour,Musical,2001-05-15 00:00:00,2003-04-27 00:00:00,Original,http://www.ibdb.com/broadway-production/contact-508781#Tours,2001
170,170,42nd Street (Tour),Tour,Musical,2002-07-23 00:00:00,2004-05-30 00:00:00,Revival,http://www.ibdb.com/broadway-production/42nd-street-508790#Tours,2002
171,171,Guys and Dolls (Tour),Tour,Musical,2001-08-25 00:00:00,2002-06-09 00:00:00,Revival,http://www.ibdb.com/broadway-production/guys-and-dolls-508848#Tours,2001
172,172,Parade (Tour),Tour,Musical,2000-06-13 00:00:00,2000-10-29 00:00:00,Original,http://www.ibdb.com/broadway-production/parade-508891#Tours,2000
173,173,The Sound of Music (Tour),Tour,Musical,1999-08-24 00:00:00,2000-06-25 00:00:00,Revival,http://www.ibdb.com/broadway-production/the-sound-of-music-508929#Tours,1999
174,174,Cabaret (Tour),Tour,Musical,1999-02-23 00:00:00,2001-05-20 00:00:00,Revival,http://www.ibdb.com/broadway-production/cabaret-508944#Tours,1999
175,175,Victor / Victoria (Tour),Tour,Musical,1998-09-03 00:00:00,1999-06-27 00:00:00,Original,http://www.ibdb.com/broadway-production/victor--victoria-508969#Tours,1998
176,176,Titanic (Tour),Tour,Musical,1999-01-05 00:00:00,2000-09-10 00:00:00,Original,http://www.ibdb.com/broadway-production/titanic-508982#Tours,1999
177,177,The Scarlet Pimpernel (Tour),Tour,Musical,2000-02-20 00:00:00,2001-04-01 00:00:00,Original,http://www.ibdb.com/broadway-production/the-scarlet-pimpernel-509009#Tours,2000
178,178,Barrymore (Tour),Tour,Play,1998-07-11 00:00:00,1998-12-06 00:00:00,Original,http://www.ibdb.com/broadway-production/barrymore-509041#Tours,1998
179,179,Big (Tour),Tour,Musical,1997-09-26 00:00:00,1998-06-28 00:00:00,Original,http://www.ibdb.com/broadway-production/big-509163#Tours,1997
180,180,Fosse (Tour),Tour,Musical,1999-09-14 00:00:00,2002-02-17 00:00:00,Original,http://www.ibdb.com/broadway-production/fosse-509184#Tours,1999
181,181,The Wizard of Oz (Tour),Tour,Musical,1998-05-01 00:00:00,1999-07-25 00:00:00,Original,http://www.ibdb.com/broadway-production/the-wizard-of-oz-509209#Tours,1998
182,182,Ragtime (Tour),Tour,Musical,1999-07-31 00:00:00,2001-06-10 00:00:00,Original,http://www.ibdb.com/broadway-production/ragtime-509274#Tours,1999
183,183,James Joyce's The Dead (Tour),Tour,Musical,2000-07-11 00:00:00,2000-11-12 00:00:00,Original,http://www.ibdb.com/broadway-production/james-joyces-the-dead-509348#Tours,2000
184,184,Art (Tour),Tour,Play,1999-09-14 00:00:00,2000-06-11 00:00:00,Original,http://www.ibdb.com/broadway-production/art-509352#Tours,1999
185,185,I Am My Own Wife (Tour),Tour,Play,2005-01-08 00:00:00,2005-09-11 00:00:00,Original,http://www.ibdb.com/broadway-production/i-am-my-own-wife-509354#Tours,2005
186,186,Stones in His Pockets (Tour),Tour,Play,2002-02-03 00:00:00,2003-03-16 00:00:00,Original,http://www.ibdb.com/broadway-production/stones-in-his-pockets-509355#Tours,2002
187,187,Martin Guerre (Tour),Tour,Musical,1999-12-01 00:00:00,2000-04-08 00:00:00,Original,http://www.ibdb.com/broadway-production/martin-guerre-509371#Tours,1999
188,188,Footloose (Tour),Tour,Musical,1998-12-15 00:00:00,2000-01-30 00:00:00,Original,http://www.ibdb.com/broadway-production/footloose-509397#Tours,1998
189,189,Rent (Tour: Benny),Tour: Benny,Musical,1997-09-16 00:00:00,2001-07-15 00:00:00,Original,http://www.ibdb.com/broadway-production/rent-509414#Tours,1997
190,190,Applause (Tour),Tour,Musical,1996-10-22 00:00:00,1996-11-24 00:00:00,Revival,http://www.ibdb.com/broadway-production/applause-509443#Tours,1996
191,191,Evita (Tour: 1998),Tour: 1998,Musical,1998-11-03 00:00:00,1999-08-01 00:00:00,Revival,http://www.ibdb.com/broadway-production/evita-509520#Tours,1998
192,192,Sunset Boulevard (Tour),Tour,Musical,1998-11-27 00:00:00,2000-04-09 00:00:00,Original,http://www.ibdb.com/broadway-production/sunset-boulevard-509538#Tours,1998
193,193,Rent (Tour: Angel),Tour: Angel,Musical,1996-11-05 00:00:00,1999-09-05 00:00:00,Original,http://www.ibdb.com/broadway-production/rent-509542#Tours,1996
