,Unnamed: 0,city,geo_code,full_code,metro_area_name
444,444,"Farmington, NM",790,US-NM-790,Albuquerque-Santa Fe NM
445,445,"Beaumont, TX",692,US-TX-692,Beaumont-Port Arthur TX 
446,446,"Germantown, TN",640,US-TN-640,Memphis TN
447,447,"Salina, KS",678,US-KS-678,Wichita-Hutchinson KS
448,448,"Tahlequa, OK",671,US-OK-671,Tulsa OK
449,449,"Decorah, IA",702,US-MN-702,La Crosse-Eau Claire WI
450,450,"Elyria, OH",510,US-OH-510,Cleveland-Akron (Canton) OH
451,451,"Royal Oak, MI",505,US-MI-505,Detroit MI
452,452,"Oshkosh, WI",658,US-WI-658,Green Bay-Appleton WI
453,453,"Princeton, NJ",NJ,US-NJ,New Jersey
454,454,"Newburgh, NY",501,US-NY-501,New York NY
455,455,"Toms River, NJ",NJ,US-NJ,New Jersey
456,456,"Harlingen, TX",636,US-TX-636,Harlingen-Weslaco-Brownsville-McAllen TX
457,457,"Port Huron, MI",505,US-MI-505,Detroit MI
458,458,"Stillwater, OK",650,US-OK-650,Oklahoma City OK
459,459,"Ithaca, NY",565,US-NY-565,Elmira NY
460,460,"Holmdel, NJ",NJ,US-NJ,New Jersey
461,461,"Waverly, IA",637,US-IA-637,Cedar Rapids-Waterloo-Iowa City & Dubuque IA
462,462,"Davie, FL",528,US-FL-528,Miami-Ft. Lauderdale FL
463,463,"Maryville, MO",638,US-MO-638,St. Joseph MO
464,464,"Glendora, CA",803,US-CA-803,Los Angeles CA
465,465,"Elkhart, IN",588,US-IN-588,South Bend-Elkhart IN
466,466,"Tiffin, OH",547,US-OH-547,Toledo OH
467,467,"Denton, TX",623,US-TX-623,Dallas-Ft. Worth TX
468,468,"Waukegan, IL",602,US-IL-602,Chicago IL
469,469,"Jackson, TN",639,US-TN-639,Jackson TN
470,470,"Oneida, NY",555,US-NY-555,Syracuse NY 
471,471,"Waco, TX",625,US-TX-625,Waco-Temple-Bryan TX
472,472,"Pittsfield, MA",543,US-MA-543,Springfield-Holyoke MA
473,473,"Middletown, NY",501,US-NY-501,New York NY
474,474,"Emmitsburg, MD",511,US-MD-511,Washington DC (Hagerstown MD)
475,475,"Fayette, IA",637,US-IA-637,Cedar Rapids-Waterloo-Iowa City & Dubuque IA
476,476,"Rock Hill, SC",517,US-SC-517,Charlotte NC
477,477,"Santa Rosa, CA",807,US-CA-807,San Francisco-Oakland-San Jose CA
478,478,"Overland Park, KS",616,US-KS-616,Kansas City MO
479,479,"Pikeville, KY",564,US-KY-564,Charleston-Huntington WV
480,480,"Lorain, OH",510,US-OH-510,Cleveland-Akron (Canton) OH
481,481,"Greensburg, PA",508,US-PA-508,Pittsburgh PA
482,482,"Tarrytown, NY",501,US-NY-501,New York NY
483,483,"Lebanon, NH",523,US-NH-523,Burlington VT-Plattsburgh NY
484,484,"Beverly, MA",506,US-MA-506,Boston MA-Manchester NH
485,485,"Waterloo, IA",637,US-IA-637,Cedar Rapids-Waterloo-Iowa City & Dubuque IA
486,486,"Central City, CO",751,US-CO-751,Denver CO
487,487,"Vestal, NY",502,US-NY-502,Binghamton NY
488,488,"New Britain, CT",533,US-CT-533,Hartford & New Haven CT
489,489,"Danville, VA",573,US-VA-573,Roanoke-Lynchburg VA
490,490,"Northampton, MA",543,US-MA-543,Springfield-Holyoke MA
491,491,"St. Cloud, MN",613,US-MN-613,Minneapolis-St. Paul MN
492,492,"Spearfish, SD",764,US-SD-764,Rapid City SD
493,493,"Havre, MT",755,US-MT-755,Great Falls MT
494,494,"Selma, AL",698,US-AL-698,Montgomery (Selma) AL
495,495,"Clarksdale, MS",647,US-MS-647,Greenwood-Greenville MS
496,496,"Camden, AR",628,US-AR-628,Monroe LA-El Dorado AR
497,497,"Great Bend, KS",678,US-KS-678,Wichita-Hutchinson KS
498,498,"Belvidere, IL",610,US-IL-610,Rockford IL
499,499,"Mt. Lebanon, PA",508,US-PA-508,Pittsburgh PA
500,500,"Morgan City, MS",647,US-MS-647,Greenwood-Greenville MS
501,501,"Flagstaff, AZ",753,US-AZ-753,Phoenix AZ
502,502,"Freeport, IL",610,US-IL-610,Rockford IL 
503,503,"Starkville, MS",672,US-MS-672,Columbus-Tupelo-West Point MS
504,504,"Nacogdoches, TX",709,US-TX-709,Tyler-Longview(Lufkin & Nacogdoches) TX
505,505,"Collegeville, MN",613,US-MN-613,Minneapolis-St. Paul MN
506,506,"Southfield, MI",505,US-MI-505,Detroit MI
507,507,"Oswego, NY",555,US-NY-555,Syracuse NY
508,508,"Mahanoy City, PA",577,US-PA-577,Wilkes Barre-Scranton PA
509,509,"Brownwood, TX",662,US-TX-662,Abilene-Sweetwater TX
510,510,"Lovington, NM",790,US-NM-790,Albuquerque-Santa Fe NM
511,511,"West Covina, CA",803,US-CA-803,Los Angeles CA
512,512,"Anaheim, CA",803,US-CA-803,Los Angeles CA
513,513,"San Carlos, CA",807,US-CA-807,San Francisco-Oakland-San Jose CA
514,514,"Corvallis, OR",801,US-OR-801,Eugene OR
515,515,"Rochester, MN",611,US-MN-611,Rochester MN-Mason City IA-Austin MN
516,516,"Modesto, CA",862,US-CA-862,Sacramento-Stockton-Modesto CA
517,517,"North Salt Lake City, UT",770,US-NV-770,Salt Lake City UT
518,518,"Caldwell, ID",757,US-ID-757,Boise ID
519,519,"Queens, NY",501,US-NY-501,New York NY
520,520,"Mineola, NY",501,US-NY-501,New York NY
521,521,"Auburn, AL",522,US-AL-522,Columbus GA
522,522,"Framingham, MA",506,US-MA-506,Boston MA-Manchester NH
523,523,"North Tonowanda, NY",514,US-NY-514,Buffalo NY
524,524,"Warrensville Heights, OH",510,US-OH-510,Cleveland-Akron (Canton) OH
525,525,"Owings Mills, MD",512,US-MD-512,Baltimore MD
526,526,"Haddonfield, NJ",NJ,US-NJ,New Jersey
527,527,"Lynchburg, VA",573,US-VA-573,Roanoke-Lynchburg VA
528,528,"Bridgeport, CT",533,US-CT-533,Hartford & New Haven CT
529,529,"Berkeley, CA",807,US-CA-807,San Francisco-Oakland-San Jose CA
530,530,"Santa Monica, CA",803,US-CA-803,Los Angeles CA
531,531,"Banff, AB",AB,CA-AB,Alberta
532,532,"Marshall, TX",709,US-TX-709,Tyler-Longview(Lufkin & Nacogdoches) TX
533,533,"Bryan, TX",625,US-TX-625,Bryan TX
534,534,"Lansing, MI",551,US-MI-551,Lansing MI
535,535,"Fall River, MA",521,US-MA-521,Providence RI-New Bedford MA
536,536,"Danbury, CT",,US-CT,Connecticut
537,537,"Ft. Lauderdale, FL",528,US-FL-528,Miami-Ft. Lauderdale FL
538,538,"Anderson, IN",527,US-IN-527,Indianapolis IN
539,539,"Altoona, PA",574,US-PA-574,Johnstown-Altoona PA
540,540,"Montreal, QB",QB,CA-QB,Quebec
541,541,"Lambertville, NJ",NJ,US-NJ,New Jersey
542,542,"El Dorado, AR",628,US-AR-628,Monroe LA-El Dorado AR
543,543,"Jefferson City, MO",604,US-MO-604,Columbia-Jefferson City MO
544,544,"Joplin, MO",603,US-MO-603,Joplin MO-Pittsburg KS
545,545,"Harrisburg, PA",566,US-PA-566,Harrisburg-Lancaster-Lebanon-York PA
546,546,"Torrington, CT",,US-CT,Connecticut
547,547,"Palo Alto, CA",807,US-CA-807,San Francisco-Oakland-San Jose CA
548,548,"Palm Springs, CA",804,US-CA-804,Palm Springs CA
549,549,"St. Joseph, MI",588,US-MI-588,South Bend-Elkhart IN
550,550,"Stevens Point, WI",705,US-WI-705,Wausau-Rhinelander WI
551,551,"New Wilmington, PA",508,US-PA-508,Pittsburgh PA
552,552,"Battle Creek, MI",563,US-MI-563,Grand Rapids-Kalamazoo-Battle Creek MI
553,553,"Bronx, NY",501,US-NY-501,New York NY
554,554,"Brooklyn, NY",501,US-NY-501,New York NY
555,555,"Marblehead, MA",506,US-MA-506,Boston MA-Manchester NH
556,556,"Radford, VA",573,US-VA-573,Roanoke-Lynchburg VA
557,557,"West Chester, PA",504,US-PA-504,Philadelphia PA
558,558,"Emporia, KS",678,US-KS-678,Wichita-Hutchinson KS
559,559,"Paramus, NJ",NJ,US-NJ,New Jersey
560,560,"Odessa, TX",633,US-TX-633,Odessa-Midland TX
561,561,"Columbia, MD",512,US-MD-512,Baltimore MD
562,562,"Grove City, PA",508,US-PA-508,Pittsburgh PA
563,563,"Montclair, NJ",NJ,US-NJ,New Jersey
564,564,"St. Clair Shores, MI",505,US-MI-505,Detroit MI
565,565,"Whittier, CA",803,US-CA-803,Los Angeles CA
566,566,"Hattiesburg, MS",710,US-MS-710,Hattiesburg-Laurel MS
567,567,"Sumter, SC",546,US-SC-546,Columbia SC
568,568,"Gloucester, VA",556,US-VA-556,Richmond-Petersburg VA
569,569,"Clarion, PA",508,US-PA-508,Pittsburgh PA
570,570,"Selinsburg, PA",566,US-PA-566,Harrisburg-Lancaster-Lebanon-York PA
571,571,"Greenwich, CT",CT,US-CT,Connecticut
572,572,"Elizabeth, NJ",NJ,US-NJ,New Jersey
