,Unnamed: 0,Unnamed: 0.1,tour_descript,city,dates,theatre,city_opening_date,city_closing_date,geo_code,full_code,metro_area_name,year
16070,16070,16070,hairspray (tour),"Peoria, IL","Apr 12, 2006 - Apr 16, 2006",Peoria Civic Center Theatre,2006-04-12 00:00:00,2006-04-16 00:00:00,675,US-IL-675,Peoria-Bloomington IL,2006
16087,16087,16087,the lion king (tour: rafiki),"Peoria, IL","Oct 02, 2018 - Oct 13, 2018",Peoria Civic Center Theatre,2018-10-02 00:00:00,2018-10-13 00:00:00,675,US-IL-675,Peoria-Bloomington IL,2018
16102,16102,16102,jersey boys (tour),"Gainesville, FL","Feb 24, 2015 - Mar 01, 2015",Phillips Center For The Performing Arts,2015-02-24 00:00:00,2015-03-01 00:00:00,592,US-FL-592,Gainesville FL,2015
16103,16103,16103,million dollar quartet (tour),"Gainesville, FL","Apr 07, 2014 - Apr 07, 2014",Phillips Center For The Performing Arts,2014-04-07 00:00:00,2014-04-07 00:00:00,592,US-FL-592,Gainesville FL,2014
16104,16104,16104,the illusionists - witness the impossible (tour),"Gainesville, FL","Sep 21, 2016 - Sep 22, 2016",Phillips Center For The Performing Arts,2016-09-21 00:00:00,2016-09-22 00:00:00,592,US-FL-592,Gainesville FL,2016
16105,16105,16105,chicago (tour),"Gainesville, FL","Feb 04, 2015 - Feb 05, 2015",Phillips Center For The Performing Arts,2015-02-04 00:00:00,2015-02-05 00:00:00,592,US-FL-592,Gainesville FL,2015
16106,16106,16106,beautiful the carole king musical (tour),"Gainesville, FL","Dec 03, 2019 - Dec 03, 2019",Phillips Center For The Performing Arts,2019-12-03 00:00:00,2019-12-03 00:00:00,592,US-FL-592,Gainesville FL,2019
16107,16107,16107,"hello, dolly! (tour)","Gainesville, FL","Dec 02, 2013 - Dec 02, 2013",Phillips Center For The Performing Arts,2013-12-02 00:00:00,2013-12-02 00:00:00,592,US-FL-592,Gainesville FL,2013
16108,16108,16108,mamma mia! (tour: second national),"Gainesville, FL","Mar 20, 2007 - Mar 25, 2007",Phillips Center For The Performing Arts,2007-03-20 00:00:00,2007-03-25 00:00:00,592,US-FL-592,Gainesville FL,2007
16117,16117,16117,the book of mormon (tour: jumamosi),"Sarasota, FL","Feb 09, 2016 - Feb 14, 2016",Van Wezel Performing Arts Hall,2016-02-09 00:00:00,2016-02-14 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2016
16118,16118,16118,kinky boots (tour),"Sarasota, FL","Apr 25, 2017 - Apr 30, 2017",Van Wezel Performing Arts Hall,2017-04-25 00:00:00,2017-04-30 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2017
16119,16119,16119,jersey boys (tour),"Sarasota, FL","Apr 10, 2018 - Apr 12, 2018",Van Wezel Performing Arts Hall,2018-04-10 00:00:00,2018-04-12 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2018
16120,16120,16120,jersey boys (tour),"Sarasota, FL","Mar 11, 2015 - Mar 15, 2015",Van Wezel Performing Arts Hall,2015-03-11 00:00:00,2015-03-15 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2015
16121,16121,16121,million dollar quartet (tour),"Sarasota, FL","Apr 08, 2014 - Apr 09, 2014",Van Wezel Performing Arts Hall,2014-04-08 00:00:00,2014-04-09 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2014
16122,16122,16122,the illusionists - witness the impossible (tour),"Sarasota, FL","Apr 30, 2019 - Apr 30, 2019",Van Wezel Performing Arts Hall,2019-04-30 00:00:00,2019-04-30 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2019
16123,16123,16123,chicago (tour),"Sarasota, FL","Mar 24, 2017 - Mar 26, 2017",Van Wezel Performing Arts Hall,2017-03-24 00:00:00,2017-03-26 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2017
16124,16124,16124,chicago (tour),"Sarasota, FL","Mar 07, 2014 - Mar 09, 2014",Van Wezel Performing Arts Hall,2014-03-07 00:00:00,2014-03-09 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2014
16125,16125,16125,beautiful the carole king musical (tour),"Sarasota, FL","Dec 13, 2019 - Dec 15, 2019",Van Wezel Performing Arts Hall,2019-12-13 00:00:00,2019-12-15 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2019
16126,16126,16126,"hello, dolly! (tour)","Sarasota, FL","Dec 03, 2013 - Dec 04, 2013",Van Wezel Performing Arts Hall,2013-12-03 00:00:00,2013-12-04 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2013
16127,16127,16127,les misérables (tour: 25th anniversary),"Sarasota, FL","Mar 05, 2013 - Mar 10, 2013",Van Wezel Performing Arts Hall,2013-03-05 00:00:00,2013-03-10 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2013
16128,16128,16128,dirty dancing (tour),"Sarasota, FL","Jan 10, 2017 - Jan 11, 2017",Van Wezel Performing Arts Hall,2017-01-10 00:00:00,2017-01-11 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2017
16129,16129,16129,xanadu (tour),"Sarasota, FL","Apr 20, 2010 - Apr 22, 2010",Van Wezel Performing Arts Hall,2010-04-20 00:00:00,2010-04-22 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2010
16130,16130,16130,ain't misbehavin' (tour),"Sarasota, FL","Jan 03, 2009 - Jan 04, 2009",Van Wezel Performing Arts Hall,2009-01-03 00:00:00,2009-01-04 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2009
16131,16131,16131,mamma mia! (tour: second national),"Sarasota, FL","Feb 23, 2010 - Feb 28, 2010",Van Wezel Performing Arts Hall,2010-02-23 00:00:00,2010-02-28 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2010
16132,16132,16132,mamma mia! (tour: second national),"Sarasota, FL","Apr 03, 2007 - Apr 08, 2007",Van Wezel Performing Arts Hall,2007-04-03 00:00:00,2007-04-08 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2007
16133,16133,16133,dirty rotten scoundrels (tour),"Sarasota, FL","Feb 06, 2007 - Feb 11, 2007",Van Wezel Performing Arts Hall,2007-02-06 00:00:00,2007-02-11 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2007
16135,16135,16135,altar boyz (tour),"Sarasota, FL","Dec 15, 2006 - Dec 17, 2006",Van Wezel Performing Arts Hall,2006-12-15 00:00:00,2006-12-17 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2006
16136,16136,16136,annie (tour),"Sarasota, FL","Oct 24, 2006 - Oct 25, 2006",Van Wezel Performing Arts Hall,2006-10-24 00:00:00,2006-10-25 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2006
16137,16137,16137,movin' out (tour),"Sarasota, FL","Feb 07, 2006 - Feb 12, 2006",Van Wezel Performing Arts Hall,2006-02-07 00:00:00,2006-02-12 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2006
16138,16138,16138,the 25th annual putnam county spelling bee (tour),"Sarasota, FL","Dec 25, 2007 - Dec 30, 2007",Van Wezel Performing Arts Hall,2007-12-25 00:00:00,2007-12-30 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2007
16139,16139,16139,thoroughly modern millie (tour),"Sarasota, FL","Jan 25, 2005 - Jan 27, 2005",Van Wezel Performing Arts Hall,2005-01-25 00:00:00,2005-01-27 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2005
16141,16141,16141,evita (tour: 2004),"Sarasota, FL","Dec 30, 2004 - Jan 02, 2005",Van Wezel Performing Arts Hall,2004-12-30 00:00:00,2005-01-02 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2004
16143,16143,16143,42nd street (tour),"Sarasota, FL","Mar 02, 2004 - Mar 05, 2004",Van Wezel Performing Arts Hall,2004-03-02 00:00:00,2004-03-05 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2004
16146,16146,16146,chicago (tour),"Sarasota, FL","Apr 27, 2004 - Apr 29, 2004",Van Wezel Performing Arts Hall,2004-04-27 00:00:00,2004-04-29 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2004
16148,16148,16148,les misérables (tour: third national),"Sarasota, FL","May 10, 2005 - May 15, 2005",Van Wezel Performing Arts Hall,2005-05-10 00:00:00,2005-05-15 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2005
16155,16155,16155,on your feet! (tour),"Sarasota, FL","Dec 26, 2018 - Dec 30, 2018",Van Wezel Performing Arts Hall,2018-12-26 00:00:00,2018-12-30 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2018
16166,16166,16166,the lion king (tour: rafiki),"Sarasota, FL","Mar 14, 2019 - Mar 31, 2019",Van Wezel Performing Arts Hall,2019-03-14 00:00:00,2019-03-31 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2019
16168,16168,16168,a night with janis joplin (tour),"Sarasota, FL","Jan 08, 2018 - Jan 08, 2018",Van Wezel Performing Arts Hall,2018-01-08 00:00:00,2018-01-08 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2018
16185,16185,16185,the book of mormon (tour: jumamosi),"Mexico City, ","Nov 20, 2019 - Dec 08, 2019",Centro Cultural Teatro,2019-11-20 00:00:00,2019-12-08 00:00:00,DIF,MX-DIF,Mexico City MX,2019
16186,16186,16186,the book of mormon (tour: jumamosi),"Monterrey, ","Nov 14, 2019 - Nov 17, 2019",Showcenter Complex,2019-11-14 00:00:00,2019-11-17 00:00:00,NLE,MX-NLE,Nuevo Leon,2019
16188,16188,16188,the illusionists - witness the impossible (tour),"Monterrey, ","Mar 14, 2019 - Mar 17, 2019",Showcenter Complex,2019-03-14 00:00:00,2019-03-17 00:00:00,NLE,MX-NLE,Nuevo Leon,2019
16189,16189,16189,chicago (tour),"Monterrey, ","May 29, 2019 - Jun 02, 2019",Showcenter Complex,2019-05-29 00:00:00,2019-06-02 00:00:00,NLE,MX-NLE,Nuevo Leon,2019
16190,16190,16190,mamma mia! (tour: second national),"Monterrey, ","Jun 27, 2006 - Jul 02, 2006",Auditorio Luis Elizondo,2006-06-27 00:00:00,2006-07-02 00:00:00,NLE,MX-NLE,Nuevo Leon,2006
16191,16191,16191,the book of mormon (tour: jumamosi),"Bloomington, IN","Oct 29, 2019 - Nov 03, 2019",Indiana University Auditorium,2019-10-29 00:00:00,2019-11-03 00:00:00,527,US-IN-527,Indianapolis IN,2019
16192,16192,16192,jersey boys (tour),"Bloomington, IN","Mar 03, 2015 - Mar 08, 2015",Indiana University Auditorium,2015-03-03 00:00:00,2015-03-08 00:00:00,527,US-IN-527,Indianapolis IN,2015
16193,16193,16193,million dollar quartet (tour),"Bloomington, IN","Jan 28, 2014 - Jan 29, 2014",Indiana University Auditorium,2014-01-28 00:00:00,2014-01-29 00:00:00,527,US-IN-527,Indianapolis IN,2014
16194,16194,16194,the illusionists - witness the impossible (tour),"Bloomington, IN","Oct 06, 2015 - Oct 06, 2015",Indiana University Auditorium,2015-10-06 00:00:00,2015-10-06 00:00:00,527,US-IN-527,Indianapolis IN,2015
16195,16195,16195,chicago (tour),"Bloomington, IN","Oct 10, 2018 - Oct 11, 2018",Indiana University Auditorium,2018-10-10 00:00:00,2018-10-11 00:00:00,527,US-IN-527,Indianapolis IN,2018
16196,16196,16196,peter pan (tour),"Bloomington, IN","Feb 26, 2013 - Feb 27, 2013",Indiana University Auditorium,2013-02-26 00:00:00,2013-02-27 00:00:00,527,US-IN-527,Indianapolis IN,2013
16197,16197,16197,mamma mia! (tour: second national),"Bloomington, IN","Mar 03, 2009 - Mar 05, 2009",Indiana University Auditorium,2009-03-03 00:00:00,2009-03-05 00:00:00,527,US-IN-527,Indianapolis IN,2009
16198,16198,16198,mamma mia! (tour: second national),"Bloomington, IN","Apr 11, 2006 - Apr 16, 2006",Indiana University Auditorium,2006-04-11 00:00:00,2006-04-16 00:00:00,527,US-IN-527,Indianapolis IN,2006
16199,16199,16199,chicago (tour),"Bloomington, IN","Oct 16, 2012 - Oct 17, 2012",Indiana University Auditorium,2012-10-16 00:00:00,2012-10-17 00:00:00,527,US-IN-527,Indianapolis IN,2012
16200,16200,16200,into the woods (tour),"Bloomington, IN","Feb 07, 2017 - Feb 08, 2017",Indiana University Auditorium,2017-02-07 00:00:00,2017-02-08 00:00:00,527,US-IN-527,Indianapolis IN,2017
16202,16202,16202,jesus christ superstar (tour),"Bloomington, IN","Nov 16, 2004 - Nov 17, 2004",Indiana University Auditorium,2004-11-16 00:00:00,2004-11-17 00:00:00,527,US-IN-527,Indianapolis IN,2004
16203,16203,16203,irving berlin's white christmas (tour: 2016),"Bloomington, IN","Nov 12, 2016 - Nov 13, 2016",Indiana University Auditorium,2016-11-12 00:00:00,2016-11-13 00:00:00,527,US-IN-527,Indianapolis IN,2016
16208,16208,16208,chicago (tour),"Bloomington, IN","Jan 31, 2006 - Feb 01, 2006",Indiana University Auditorium,2006-01-31 00:00:00,2006-02-01 00:00:00,527,US-IN-527,Indianapolis IN,2006
16209,16209,16209,les misérables (tour: third national),"Bloomington, IN","Mar 08, 2005 - Mar 13, 2005",Indiana University Auditorium,2005-03-08 00:00:00,2005-03-13 00:00:00,527,US-IN-527,Indianapolis IN,2005
16265,16265,16265,the book of mormon (tour: jumamosi),"University Park, PA","Oct 08, 2019 - Oct 13, 2019",Eisenhower Auditorium,2019-10-08 00:00:00,2019-10-13 00:00:00,574,US-PA-574,Johnstown-Altoona PA,2019
16267,16267,16267,jersey boys (tour),"University Park, PA","Apr 17, 2018 - Apr 18, 2018",Eisenhower Auditorium,2018-04-17 00:00:00,2018-04-18 00:00:00,574,US-PA-574,Johnstown-Altoona PA,2018
16268,16268,16268,jersey boys (tour),"University Park, PA","Nov 03, 2015 - Nov 08, 2015",Eisenhower Auditorium,2015-11-03 00:00:00,2015-11-08 00:00:00,574,US-PA-574,Johnstown-Altoona PA,2015
16269,16269,16269,the illusionists - witness the impossible (tour),"University Park, PA","Apr 11, 2017 - Apr 11, 2017",Eisenhower Auditorium,2017-04-11 00:00:00,2017-04-11 00:00:00,574,US-PA-574,Johnstown-Altoona PA,2017
16270,16270,16270,chicago (tour),"University Park, PA","Apr 11, 2016 - Apr 12, 2016",Eisenhower Auditorium,2016-04-11 00:00:00,2016-04-12 00:00:00,574,US-PA-574,Johnstown-Altoona PA,2016
16271,16271,16271,beautiful the carole king musical (tour),"University Park, PA","Feb 19, 2019 - Feb 24, 2019",Eisenhower Auditorium,2019-02-19 00:00:00,2019-02-24 00:00:00,574,US-PA-574,Johnstown-Altoona PA,2019
16272,16272,16272,american idiot (tour),"University Park, PA","Feb 28, 2012 - Feb 29, 2012",Eisenhower Auditorium,2012-02-28 00:00:00,2012-02-29 00:00:00,574,US-PA-574,Johnstown-Altoona PA,2012
16273,16273,16273,ain't misbehavin' (tour),"University Park, PA","Apr 14, 2009 - Apr 14, 2009",Eisenhower Auditorium,2009-04-14 00:00:00,2009-04-14 00:00:00,574,US-PA-574,Johnstown-Altoona PA,2009
16274,16274,16274,mamma mia! (tour: second national),"University Park, PA","Apr 13, 2010 - Apr 15, 2010",Eisenhower Auditorium,2010-04-13 00:00:00,2010-04-15 00:00:00,574,US-PA-574,Johnstown-Altoona PA,2010
16275,16275,16275,mamma mia! (tour: second national),"University Park, PA","Oct 12, 2004 - Oct 17, 2004",Eisenhower Auditorium,2004-10-12 00:00:00,2004-10-17 00:00:00,574,US-PA-574,Johnstown-Altoona PA,2004
16276,16276,16276,the 25th annual putnam county spelling bee (tour),"University Park, PA","Sep 19, 2007 - Sep 20, 2007",Eisenhower Auditorium,2007-09-19 00:00:00,2007-09-20 00:00:00,574,US-PA-574,Johnstown-Altoona PA,2007
16289,16289,16289,the book of mormon (tour: jumamosi),"Regina, SK","Sep 25, 2019 - Sep 29, 2019",Conexus Arts Centre,2019-09-25 00:00:00,2019-09-29 00:00:00,,CA-SK,Saskatchewan,2019
16290,16290,16290,jersey boys (tour),"Regina, SK","Nov 07, 2017 - Nov 08, 2017",Conexus Arts Centre,2017-11-07 00:00:00,2017-11-08 00:00:00,,CA-SK,Saskatchewan,2017
16291,16291,16291,the illusionists - witness the impossible (tour),"Regina, SK","Apr 11, 2018 - Apr 11, 2018",Conexus Arts Centre,2018-04-11 00:00:00,2018-04-11 00:00:00,,CA-SK,Saskatchewan,2018
16292,16292,16292,chicago (tour),"Regina, SK","Nov 05, 2018 - Nov 06, 2018",Conexus Arts Centre,2018-11-05 00:00:00,2018-11-06 00:00:00,,CA-SK,Saskatchewan,2018
16293,16293,16293,les misérables (tour: 25th anniversary),"Regina, SK","Jul 16, 2013 - Jul 21, 2013",Conexus Arts Centre,2013-07-16 00:00:00,2013-07-21 00:00:00,,CA-SK,Saskatchewan,2013
16294,16294,16294,dirty dancing (tour),"Regina, SK","Mar 28, 2017 - Mar 29, 2017",Conexus Arts Centre,2017-03-28 00:00:00,2017-03-29 00:00:00,,CA-SK,Saskatchewan,2017
16295,16295,16295,mamma mia! (tour: second national),"Regina, SK","Aug 07, 2012 - Aug 10, 2012",Conexus Arts Centre,2012-08-07 00:00:00,2012-08-10 00:00:00,,CA-SK,Saskatchewan,2012
16296,16296,16296,mamma mia! (tour: second national),"Regina, SK","Oct 05, 2010 - Oct 10, 2010",Conexus Arts Centre,2010-10-05 00:00:00,2010-10-10 00:00:00,,CA-SK,Saskatchewan,2010
16297,16297,16297,mamma mia! (tour: second national),"Regina, SK","Aug 30, 2005 - Sep 04, 2005",Regina Centre,2005-08-30 00:00:00,2005-09-04 00:00:00,,CA-SK,Saskatchewan,2005
16298,16298,16298,chicago (tour),"Regina, SK","May 30, 2011 - May 31, 2011",Regina Centre,2011-05-30 00:00:00,2011-05-31 00:00:00,,CA-SK,Saskatchewan,2011
16311,16311,16311,the book of mormon (tour: jumamosi),"Las Vegas, NV","Jul 30, 2019 - Aug 04, 2019",The Smith Center,2019-07-30 00:00:00,2019-08-04 00:00:00,839,US-NV-839,Las Vegas NV,2019
16312,16312,16312,the book of mormon (tour: jumamosi),"Las Vegas, NV","Jun 10, 2014 - Jul 06, 2014",The Smith Center,2014-06-10 00:00:00,2014-07-06 00:00:00,839,US-NV-839,Las Vegas NV,2014
16313,16313,16313,the book of mormon (tour: latter day),"Las Vegas, NV","Sep 22, 2015 - Oct 18, 2015",The Smith Center,2015-09-22 00:00:00,2015-10-18 00:00:00,839,US-NV-839,Las Vegas NV,2015
16314,16314,16314,pippin (tour),"Las Vegas, NV","Nov 25, 2014 - Nov 30, 2014",The Smith Center,2014-11-25 00:00:00,2014-11-30 00:00:00,839,US-NV-839,Las Vegas NV,2014
16315,16315,16315,rodgers + hammerstein's cinderella (tour),"Las Vegas, NV","Apr 28, 2015 - May 03, 2015",The Smith Center,2015-04-28 00:00:00,2015-05-03 00:00:00,839,US-NV-839,Las Vegas NV,2015
16316,16316,16316,kinky boots (tour),"Las Vegas, NV","Sep 04, 2014 - Sep 14, 2014",The Smith Center,2014-09-04 00:00:00,2014-09-14 00:00:00,839,US-NV-839,Las Vegas NV,2014
16317,16317,16317,newsies the musical (tour),"Las Vegas, NV","Mar 17, 2015 - Mar 22, 2015",The Smith Center,2015-03-17 00:00:00,2015-03-22 00:00:00,839,US-NV-839,Las Vegas NV,2015
16318,16318,16318,once (tour),"Las Vegas, NV","May 20, 2014 - May 25, 2014",The Smith Center,2014-05-20 00:00:00,2014-05-25 00:00:00,839,US-NV-839,Las Vegas NV,2014
16319,16319,16319,wicked (tour: emerald city),"Las Vegas, NV","Oct 08, 2014 - Nov 09, 2014",The Smith Center,2014-10-08 00:00:00,2014-11-09 00:00:00,839,US-NV-839,Las Vegas NV,2014
16320,16320,16320,wicked (tour: emerald city),"Las Vegas, NV","Aug 29, 2012 - Oct 07, 2012",The Smith Center,2012-08-29 00:00:00,2012-10-07 00:00:00,839,US-NV-839,Las Vegas NV,2012
16321,16321,16321,wicked (tour: munchkinland),"Las Vegas, NV","Sep 11, 2019 - Sep 29, 2019",The Smith Center,2019-09-11 00:00:00,2019-09-29 00:00:00,839,US-NV-839,Las Vegas NV,2019
16322,16322,16322,the phantom of the opera (tour),"Las Vegas, NV","May 31, 2017 - Jun 11, 2017",The Smith Center,2017-05-31 00:00:00,2017-06-11 00:00:00,839,US-NV-839,Las Vegas NV,2017
16323,16323,16323,million dollar quartet (tour),"Las Vegas, NV","Jun 12, 2012 - Jun 17, 2012",The Smith Center,2012-06-12 00:00:00,2012-06-17 00:00:00,839,US-NV-839,Las Vegas NV,2012
16324,16324,16324,matilda the musical (tour),"Las Vegas, NV","Mar 14, 2017 - Mar 19, 2017",The Smith Center,2017-03-14 00:00:00,2017-03-19 00:00:00,839,US-NV-839,Las Vegas NV,2017
16325,16325,16325,joseph and the amazing technicolor dreamcoat (tour: 2014),"Las Vegas, NV","Jan 20, 2015 - Jan 25, 2015",The Smith Center,2015-01-20 00:00:00,2015-01-25 00:00:00,839,US-NV-839,Las Vegas NV,2015
16326,16326,16326,chicago (tour),"Las Vegas, NV","Apr 10, 2019 - Apr 14, 2019",The Venetian Resort Casino,2019-04-10 00:00:00,2019-04-14 00:00:00,839,US-NV-839,Las Vegas NV,2019
16327,16327,16327,the bridges of madison county (tour),"Las Vegas, NV","Feb 23, 2016 - Feb 28, 2016",The Smith Center,2016-02-23 00:00:00,2016-02-28 00:00:00,839,US-NV-839,Las Vegas NV,2016
16328,16328,16328,the sound of music (tour),"Las Vegas, NV","Aug 02, 2016 - Aug 14, 2016",The Smith Center,2016-08-02 00:00:00,2016-08-14 00:00:00,839,US-NV-839,Las Vegas NV,2016
16329,16329,16329,a gentleman's guide to love &amp; murder (tour),"Las Vegas, NV","Mar 08, 2016 - Mar 13, 2016",The Smith Center,2016-03-08 00:00:00,2016-03-13 00:00:00,839,US-NV-839,Las Vegas NV,2016
16330,16330,16330,beautiful the carole king musical (tour),"Las Vegas, NV","Sep 20, 2016 - Oct 02, 2016",The Smith Center,2016-09-20 00:00:00,2016-10-02 00:00:00,839,US-NV-839,Las Vegas NV,2016
16331,16331,16331,cabaret (tour),"Las Vegas, NV","Jun 14, 2016 - Jun 19, 2016",The Smith Center,2016-06-14 00:00:00,2016-06-19 00:00:00,839,US-NV-839,Las Vegas NV,2016
16332,16332,16332,an american in paris (tour),"Las Vegas, NV","Apr 11, 2017 - Apr 16, 2017",The Smith Center,2017-04-11 00:00:00,2017-04-16 00:00:00,839,US-NV-839,Las Vegas NV,2017
16333,16333,16333,finding neverland (tour),"Las Vegas, NV","Feb 14, 2017 - Feb 19, 2017",The Smith Center,2017-02-14 00:00:00,2017-02-19 00:00:00,839,US-NV-839,Las Vegas NV,2017
16334,16334,16334,the curious incident of the dog in the night-time (tour),"Las Vegas, NV","Sep 19, 2017 - Sep 24, 2017",The Smith Center,2017-09-19 00:00:00,2017-09-24 00:00:00,839,US-NV-839,Las Vegas NV,2017
16335,16335,16335,the king and i (tour),"Las Vegas, NV","Oct 24, 2017 - Oct 29, 2017",The Smith Center,2017-10-24 00:00:00,2017-10-29 00:00:00,839,US-NV-839,Las Vegas NV,2017
16336,16336,16336,something rotten! (tour),"Las Vegas, NV","Aug 08, 2017 - Aug 13, 2017",The Smith Center,2017-08-08 00:00:00,2017-08-13 00:00:00,839,US-NV-839,Las Vegas NV,2017
16337,16337,16337,fun home (tour),"Las Vegas, NV","Jan 03, 2017 - Jan 08, 2017",The Smith Center,2017-01-03 00:00:00,2017-01-08 00:00:00,839,US-NV-839,Las Vegas NV,2017
16338,16338,16338,evita (tour: 2013),"Las Vegas, NV","Nov 26, 2013 - Dec 01, 2013",The Smith Center,2013-11-26 00:00:00,2013-12-01 00:00:00,839,US-NV-839,Las Vegas NV,2013
16339,16339,16339,the gershwins' porgy and bess (tour),"Las Vegas, NV","Apr 15, 2014 - Apr 20, 2014",The Smith Center,2014-04-15 00:00:00,2014-04-20 00:00:00,839,US-NV-839,Las Vegas NV,2014
16340,16340,16340,anything goes (tour),"Las Vegas, NV","Feb 05, 2013 - Feb 10, 2013",The Smith Center,2013-02-05 00:00:00,2013-02-10 00:00:00,839,US-NV-839,Las Vegas NV,2013
16341,16341,16341,war horse (tour),"Las Vegas, NV","Oct 02, 2013 - Oct 06, 2013",The Smith Center,2013-10-02 00:00:00,2013-10-06 00:00:00,839,US-NV-839,Las Vegas NV,2013
16342,16342,16342,sister act (tour),"Las Vegas, NV","Oct 15, 2013 - Oct 20, 2013",The Smith Center,2013-10-15 00:00:00,2013-10-20 00:00:00,839,US-NV-839,Las Vegas NV,2013
16343,16343,16343,priscilla queen of the desert (tour),"Las Vegas, NV","Jun 18, 2013 - Aug 18, 2013",The Venetian Resort Casino,2013-06-18 00:00:00,2013-08-18 00:00:00,839,US-NV-839,Las Vegas NV,2013
16344,16344,16344,les misérables (tour: 25th anniversary),"Las Vegas, NV","Aug 06, 2013 - Aug 11, 2013",The Smith Center,2013-08-06 00:00:00,2013-08-11 00:00:00,839,US-NV-839,Las Vegas NV,2013
16345,16345,16345,mary poppins (tour),"Las Vegas, NV","May 22, 2012 - May 27, 2012",The Smith Center,2012-05-22 00:00:00,2012-05-27 00:00:00,839,US-NV-839,Las Vegas NV,2012
