,date,frequency,search_term,geo_code
7574,2017-04-16 00:00:00,0,An American in Paris,US-MO-616
7575,2017-04-23 00:00:00,0,An American in Paris,US-MO-616
7576,2017-04-30 00:00:00,30,An American in Paris,US-MO-616
7577,2017-05-07 00:00:00,62,An American in Paris,US-MO-616
7578,2017-05-14 00:00:00,0,An American in Paris,US-MO-616
7579,2017-05-21 00:00:00,0,An American in Paris,US-MO-616
7580,2017-05-28 00:00:00,35,An American in Paris,US-MO-616
7581,2017-06-04 00:00:00,33,An American in Paris,US-MO-616
7582,2017-06-11 00:00:00,33,An American in Paris,US-MO-616
7583,2017-06-18 00:00:00,32,An American in Paris,US-MO-616
7584,2017-06-25 00:00:00,51,An American in Paris,US-MO-616
7585,2017-07-02 00:00:00,0,An American in Paris,US-MO-616
7586,2017-07-09 00:00:00,84,An American in Paris,US-MO-616
7587,2017-07-16 00:00:00,99,An American in Paris,US-MO-616
7588,2017-07-23 00:00:00,0,An American in Paris,US-MO-616
7589,2017-07-30 00:00:00,0,An American in Paris,US-MO-616
7590,2017-08-06 00:00:00,0,An American in Paris,US-MO-616
7591,2017-08-13 00:00:00,0,An American in Paris,US-MO-616
7592,2015-01-18 00:00:00,0,An American in Paris,US-FL-571
7593,2015-01-25 00:00:00,0,An American in Paris,US-FL-571
7594,2015-02-01 00:00:00,0,An American in Paris,US-FL-571
7595,2015-02-08 00:00:00,0,An American in Paris,US-FL-571
7596,2015-02-15 00:00:00,0,An American in Paris,US-FL-571
7597,2015-02-22 00:00:00,0,An American in Paris,US-FL-571
7598,2015-03-01 00:00:00,0,An American in Paris,US-FL-571
7599,2015-03-08 00:00:00,0,An American in Paris,US-FL-571
7600,2015-03-15 00:00:00,0,An American in Paris,US-FL-571
7601,2015-03-22 00:00:00,0,An American in Paris,US-FL-571
7602,2015-03-29 00:00:00,0,An American in Paris,US-FL-571
7603,2015-04-05 00:00:00,0,An American in Paris,US-FL-571
7604,2015-04-12 00:00:00,0,An American in Paris,US-FL-571
7605,2015-04-19 00:00:00,0,An American in Paris,US-FL-571
7606,2015-04-26 00:00:00,0,An American in Paris,US-FL-571
7607,2015-05-03 00:00:00,0,An American in Paris,US-FL-571
7608,2015-05-10 00:00:00,68,An American in Paris,US-FL-571
7609,2015-05-17 00:00:00,0,An American in Paris,US-FL-571
7610,2015-05-24 00:00:00,0,An American in Paris,US-FL-571
7611,2015-05-31 00:00:00,0,An American in Paris,US-FL-571
7612,2015-06-07 00:00:00,0,An American in Paris,US-FL-571
7613,2015-06-14 00:00:00,0,An American in Paris,US-FL-571
7614,2015-06-21 00:00:00,0,An American in Paris,US-FL-571
7615,2015-06-28 00:00:00,0,An American in Paris,US-FL-571
7616,2015-07-05 00:00:00,0,An American in Paris,US-FL-571
7617,2015-07-12 00:00:00,0,An American in Paris,US-FL-571
7618,2015-07-19 00:00:00,0,An American in Paris,US-FL-571
7619,2015-07-26 00:00:00,0,An American in Paris,US-FL-571
7620,2015-08-02 00:00:00,0,An American in Paris,US-FL-571
7621,2015-08-09 00:00:00,0,An American in Paris,US-FL-571
7622,2015-08-16 00:00:00,0,An American in Paris,US-FL-571
7623,2015-08-23 00:00:00,0,An American in Paris,US-FL-571
7624,2015-08-30 00:00:00,0,An American in Paris,US-FL-571
7625,2015-09-06 00:00:00,0,An American in Paris,US-FL-571
7626,2015-09-13 00:00:00,0,An American in Paris,US-FL-571
7627,2015-09-20 00:00:00,0,An American in Paris,US-FL-571
7628,2015-09-27 00:00:00,0,An American in Paris,US-FL-571
7629,2015-10-04 00:00:00,0,An American in Paris,US-FL-571
7630,2015-10-11 00:00:00,0,An American in Paris,US-FL-571
7631,2015-10-18 00:00:00,0,An American in Paris,US-FL-571
7632,2015-10-25 00:00:00,63,An American in Paris,US-FL-571
7633,2015-11-01 00:00:00,0,An American in Paris,US-FL-571
7634,2015-11-08 00:00:00,0,An American in Paris,US-FL-571
7635,2015-11-15 00:00:00,0,An American in Paris,US-FL-571
7636,2015-11-22 00:00:00,0,An American in Paris,US-FL-571
7637,2015-11-29 00:00:00,0,An American in Paris,US-FL-571
7638,2015-12-06 00:00:00,0,An American in Paris,US-FL-571
7639,2015-12-13 00:00:00,0,An American in Paris,US-FL-571
7640,2015-12-20 00:00:00,0,An American in Paris,US-FL-571
7641,2015-12-27 00:00:00,0,An American in Paris,US-FL-571
7642,2016-01-03 00:00:00,0,An American in Paris,US-FL-571
7643,2016-01-10 00:00:00,0,An American in Paris,US-FL-571
7644,2016-01-17 00:00:00,0,An American in Paris,US-FL-571
7645,2016-01-24 00:00:00,0,An American in Paris,US-FL-571
7646,2016-01-31 00:00:00,0,An American in Paris,US-FL-571
7647,2016-02-07 00:00:00,0,An American in Paris,US-FL-571
7648,2016-02-14 00:00:00,34,An American in Paris,US-FL-571
7649,2016-02-21 00:00:00,0,An American in Paris,US-FL-571
7650,2016-02-28 00:00:00,0,An American in Paris,US-FL-571
7651,2016-03-06 00:00:00,0,An American in Paris,US-FL-571
7652,2016-03-13 00:00:00,0,An American in Paris,US-FL-571
7653,2016-03-20 00:00:00,0,An American in Paris,US-FL-571
7654,2016-03-27 00:00:00,0,An American in Paris,US-FL-571
7655,2016-04-03 00:00:00,0,An American in Paris,US-FL-571
7656,2016-04-10 00:00:00,0,An American in Paris,US-FL-571
7657,2016-04-17 00:00:00,0,An American in Paris,US-FL-571
7658,2016-04-24 00:00:00,0,An American in Paris,US-FL-571
7659,2016-05-01 00:00:00,0,An American in Paris,US-FL-571
7660,2016-05-08 00:00:00,0,An American in Paris,US-FL-571
7661,2016-05-15 00:00:00,0,An American in Paris,US-FL-571
7662,2016-05-22 00:00:00,0,An American in Paris,US-FL-571
7663,2016-05-29 00:00:00,0,An American in Paris,US-FL-571
7664,2016-06-05 00:00:00,0,An American in Paris,US-FL-571
7665,2016-06-12 00:00:00,0,An American in Paris,US-FL-571
7666,2016-06-19 00:00:00,0,An American in Paris,US-FL-571
7667,2016-06-26 00:00:00,0,An American in Paris,US-FL-571
7668,2016-07-03 00:00:00,0,An American in Paris,US-FL-571
7669,2016-07-10 00:00:00,0,An American in Paris,US-FL-571
7670,2016-07-17 00:00:00,0,An American in Paris,US-FL-571
7671,2016-07-24 00:00:00,0,An American in Paris,US-FL-571
7672,2016-07-31 00:00:00,0,An American in Paris,US-FL-571
7673,2016-08-07 00:00:00,0,An American in Paris,US-FL-571
7674,2016-08-14 00:00:00,0,An American in Paris,US-FL-571
7675,2016-08-21 00:00:00,43,An American in Paris,US-FL-571
7676,2016-08-28 00:00:00,0,An American in Paris,US-FL-571
7677,2016-09-04 00:00:00,0,An American in Paris,US-FL-571
7678,2016-09-11 00:00:00,0,An American in Paris,US-FL-571
7679,2016-09-18 00:00:00,0,An American in Paris,US-FL-571
7680,2016-09-25 00:00:00,0,An American in Paris,US-FL-571
7681,2016-10-02 00:00:00,0,An American in Paris,US-FL-571
7682,2016-10-09 00:00:00,0,An American in Paris,US-FL-571
7683,2016-10-16 00:00:00,0,An American in Paris,US-FL-571
7684,2016-10-23 00:00:00,0,An American in Paris,US-FL-571
7685,2016-10-30 00:00:00,0,An American in Paris,US-FL-571
7686,2016-11-06 00:00:00,0,An American in Paris,US-FL-571
7687,2016-11-13 00:00:00,0,An American in Paris,US-FL-571
7688,2016-11-20 00:00:00,0,An American in Paris,US-FL-571
7689,2016-11-27 00:00:00,0,An American in Paris,US-FL-571
7690,2016-12-04 00:00:00,0,An American in Paris,US-FL-571
7691,2016-12-11 00:00:00,0,An American in Paris,US-FL-571
7692,2016-12-18 00:00:00,0,An American in Paris,US-FL-571
7693,2016-12-25 00:00:00,34,An American in Paris,US-FL-571
7694,2017-01-01 00:00:00,32,An American in Paris,US-FL-571
7695,2017-01-08 00:00:00,0,An American in Paris,US-FL-571
7696,2017-01-15 00:00:00,32,An American in Paris,US-FL-571
7697,2017-01-22 00:00:00,0,An American in Paris,US-FL-571
7698,2017-01-29 00:00:00,0,An American in Paris,US-FL-571
7699,2017-02-05 00:00:00,0,An American in Paris,US-FL-571
7700,2017-02-12 00:00:00,0,An American in Paris,US-FL-571
7701,2017-02-19 00:00:00,0,An American in Paris,US-FL-571
7702,2017-02-26 00:00:00,0,An American in Paris,US-FL-571
7703,2017-03-05 00:00:00,0,An American in Paris,US-FL-571
7704,2017-03-12 00:00:00,0,An American in Paris,US-FL-571
7705,2017-03-19 00:00:00,30,An American in Paris,US-FL-571
7706,2017-03-26 00:00:00,0,An American in Paris,US-FL-571
7707,2017-04-02 00:00:00,0,An American in Paris,US-FL-571
7708,2017-04-09 00:00:00,0,An American in Paris,US-FL-571
7709,2017-04-16 00:00:00,32,An American in Paris,US-FL-571
7710,2017-04-23 00:00:00,0,An American in Paris,US-FL-571
7711,2017-04-30 00:00:00,0,An American in Paris,US-FL-571
7712,2017-05-07 00:00:00,0,An American in Paris,US-FL-571
7713,2017-05-14 00:00:00,0,An American in Paris,US-FL-571
7714,2017-05-21 00:00:00,0,An American in Paris,US-FL-571
7715,2017-05-28 00:00:00,0,An American in Paris,US-FL-571
7716,2017-06-04 00:00:00,0,An American in Paris,US-FL-571
7717,2017-06-11 00:00:00,0,An American in Paris,US-FL-571
7718,2017-06-18 00:00:00,0,An American in Paris,US-FL-571
7719,2017-06-25 00:00:00,0,An American in Paris,US-FL-571
7720,2017-07-02 00:00:00,0,An American in Paris,US-FL-571
7721,2017-07-09 00:00:00,0,An American in Paris,US-FL-571
7722,2017-07-16 00:00:00,0,An American in Paris,US-FL-571
7723,2017-07-23 00:00:00,0,An American in Paris,US-FL-571
7724,2017-07-30 00:00:00,0,An American in Paris,US-FL-571
7725,2017-08-06 00:00:00,0,An American in Paris,US-FL-571
7726,2017-08-13 00:00:00,0,An American in Paris,US-FL-571
7727,2017-08-20 00:00:00,0,An American in Paris,US-FL-571
7728,2017-08-27 00:00:00,0,An American in Paris,US-FL-571
7729,2017-09-03 00:00:00,0,An American in Paris,US-FL-571
7730,2017-09-10 00:00:00,0,An American in Paris,US-FL-571
7731,2017-09-17 00:00:00,0,An American in Paris,US-FL-571
7732,2017-09-24 00:00:00,0,An American in Paris,US-FL-571
7733,2017-10-01 00:00:00,0,An American in Paris,US-FL-571
7734,2017-10-08 00:00:00,0,An American in Paris,US-FL-571
7735,2017-10-15 00:00:00,0,An American in Paris,US-FL-571
7736,2017-10-22 00:00:00,34,An American in Paris,US-FL-571
7737,2017-10-29 00:00:00,0,An American in Paris,US-FL-571
7738,2017-11-05 00:00:00,33,An American in Paris,US-FL-571
7739,2017-11-12 00:00:00,0,An American in Paris,US-FL-571
7740,2017-11-19 00:00:00,0,An American in Paris,US-FL-571
7741,2017-11-26 00:00:00,0,An American in Paris,US-FL-571
7742,2017-12-03 00:00:00,0,An American in Paris,US-FL-571
7743,2017-12-10 00:00:00,0,An American in Paris,US-FL-571
7744,2017-12-17 00:00:00,0,An American in Paris,US-FL-571
7745,2017-12-24 00:00:00,0,An American in Paris,US-FL-571
7746,2017-12-31 00:00:00,0,An American in Paris,US-FL-571
7747,2018-01-07 00:00:00,0,An American in Paris,US-FL-571
7748,2018-01-14 00:00:00,73,An American in Paris,US-FL-571
7749,2018-01-21 00:00:00,100,An American in Paris,US-FL-571
7750,2018-01-28 00:00:00,0,An American in Paris,US-FL-571
7751,2018-02-04 00:00:00,28,An American in Paris,US-FL-571
7752,2018-02-11 00:00:00,0,An American in Paris,US-FL-571
7753,2018-02-18 00:00:00,0,An American in Paris,US-FL-571
7754,2018-02-25 00:00:00,0,An American in Paris,US-FL-571
7755,2015-01-18 00:00:00,0,An American in Paris,US-TX-623
7756,2015-01-25 00:00:00,0,An American in Paris,US-TX-623
7757,2015-02-01 00:00:00,0,An American in Paris,US-TX-623
7758,2015-02-08 00:00:00,46,An American in Paris,US-TX-623
7759,2015-02-15 00:00:00,0,An American in Paris,US-TX-623
7760,2015-02-22 00:00:00,24,An American in Paris,US-TX-623
7761,2015-03-01 00:00:00,0,An American in Paris,US-TX-623
7762,2015-03-08 00:00:00,27,An American in Paris,US-TX-623
7763,2015-03-15 00:00:00,0,An American in Paris,US-TX-623
7764,2015-03-22 00:00:00,0,An American in Paris,US-TX-623
7765,2015-03-29 00:00:00,0,An American in Paris,US-TX-623
7766,2015-04-05 00:00:00,0,An American in Paris,US-TX-623
7767,2015-04-12 00:00:00,0,An American in Paris,US-TX-623
7768,2015-04-19 00:00:00,25,An American in Paris,US-TX-623
7769,2015-04-26 00:00:00,0,An American in Paris,US-TX-623
7770,2015-05-03 00:00:00,0,An American in Paris,US-TX-623
7771,2015-05-10 00:00:00,0,An American in Paris,US-TX-623
7772,2015-05-17 00:00:00,25,An American in Paris,US-TX-623
7773,2015-05-24 00:00:00,27,An American in Paris,US-TX-623
7774,2015-05-31 00:00:00,27,An American in Paris,US-TX-623
7775,2015-06-07 00:00:00,28,An American in Paris,US-TX-623
7776,2015-06-14 00:00:00,0,An American in Paris,US-TX-623
7777,2015-06-21 00:00:00,0,An American in Paris,US-TX-623
7778,2015-06-28 00:00:00,0,An American in Paris,US-TX-623
7779,2015-07-05 00:00:00,0,An American in Paris,US-TX-623
7780,2015-07-12 00:00:00,0,An American in Paris,US-TX-623
7781,2015-07-19 00:00:00,19,An American in Paris,US-TX-623
7782,2015-07-26 00:00:00,27,An American in Paris,US-TX-623
7783,2015-08-02 00:00:00,0,An American in Paris,US-TX-623
7784,2015-08-09 00:00:00,0,An American in Paris,US-TX-623
7785,2015-08-16 00:00:00,18,An American in Paris,US-TX-623
7786,2015-08-23 00:00:00,18,An American in Paris,US-TX-623
7787,2015-08-30 00:00:00,0,An American in Paris,US-TX-623
7788,2015-09-06 00:00:00,17,An American in Paris,US-TX-623
7789,2015-09-13 00:00:00,0,An American in Paris,US-TX-623
7790,2015-09-20 00:00:00,0,An American in Paris,US-TX-623
7791,2015-09-27 00:00:00,17,An American in Paris,US-TX-623
7792,2015-10-04 00:00:00,17,An American in Paris,US-TX-623
7793,2015-10-11 00:00:00,0,An American in Paris,US-TX-623
7794,2015-10-18 00:00:00,0,An American in Paris,US-TX-623
7795,2015-10-25 00:00:00,17,An American in Paris,US-TX-623
7796,2015-11-01 00:00:00,0,An American in Paris,US-TX-623
7797,2015-11-08 00:00:00,0,An American in Paris,US-TX-623
7798,2015-11-15 00:00:00,0,An American in Paris,US-TX-623
7799,2015-11-22 00:00:00,0,An American in Paris,US-TX-623
7800,2015-11-29 00:00:00,0,An American in Paris,US-TX-623
7801,2015-12-06 00:00:00,33,An American in Paris,US-TX-623
7802,2015-12-13 00:00:00,0,An American in Paris,US-TX-623
7803,2015-12-20 00:00:00,0,An American in Paris,US-TX-623
7804,2015-12-27 00:00:00,0,An American in Paris,US-TX-623
7805,2016-01-03 00:00:00,0,An American in Paris,US-TX-623
7806,2016-01-10 00:00:00,0,An American in Paris,US-TX-623
7807,2016-01-17 00:00:00,15,An American in Paris,US-TX-623
7808,2016-01-24 00:00:00,15,An American in Paris,US-TX-623
7809,2016-01-31 00:00:00,22,An American in Paris,US-TX-623
7810,2016-02-07 00:00:00,0,An American in Paris,US-TX-623
7811,2016-02-14 00:00:00,30,An American in Paris,US-TX-623
7812,2016-02-21 00:00:00,15,An American in Paris,US-TX-623
7813,2016-02-28 00:00:00,15,An American in Paris,US-TX-623
7814,2016-03-06 00:00:00,16,An American in Paris,US-TX-623
7815,2016-03-13 00:00:00,0,An American in Paris,US-TX-623
7816,2016-03-20 00:00:00,16,An American in Paris,US-TX-623
7817,2016-03-27 00:00:00,15,An American in Paris,US-TX-623
7818,2016-04-03 00:00:00,45,An American in Paris,US-TX-623
7819,2016-04-10 00:00:00,0,An American in Paris,US-TX-623
7820,2016-04-17 00:00:00,15,An American in Paris,US-TX-623
7821,2016-04-24 00:00:00,0,An American in Paris,US-TX-623
7822,2016-05-01 00:00:00,14,An American in Paris,US-TX-623
7823,2016-05-08 00:00:00,0,An American in Paris,US-TX-623
7824,2016-05-15 00:00:00,15,An American in Paris,US-TX-623
7825,2016-05-22 00:00:00,0,An American in Paris,US-TX-623
7826,2016-05-29 00:00:00,0,An American in Paris,US-TX-623
7827,2016-06-05 00:00:00,16,An American in Paris,US-TX-623
7828,2016-06-12 00:00:00,0,An American in Paris,US-TX-623
7829,2016-06-19 00:00:00,16,An American in Paris,US-TX-623
7830,2016-06-26 00:00:00,0,An American in Paris,US-TX-623
7831,2016-07-03 00:00:00,0,An American in Paris,US-TX-623
7832,2016-07-10 00:00:00,0,An American in Paris,US-TX-623
7833,2016-07-17 00:00:00,0,An American in Paris,US-TX-623
7834,2016-07-24 00:00:00,0,An American in Paris,US-TX-623
7835,2016-07-31 00:00:00,0,An American in Paris,US-TX-623
7836,2016-08-07 00:00:00,0,An American in Paris,US-TX-623
7837,2016-08-14 00:00:00,0,An American in Paris,US-TX-623
7838,2016-08-21 00:00:00,64,An American in Paris,US-TX-623
7839,2016-08-28 00:00:00,0,An American in Paris,US-TX-623
7840,2016-09-04 00:00:00,16,An American in Paris,US-TX-623
7841,2016-09-11 00:00:00,0,An American in Paris,US-TX-623
7842,2016-09-18 00:00:00,0,An American in Paris,US-TX-623
7843,2016-09-25 00:00:00,0,An American in Paris,US-TX-623
7844,2016-10-02 00:00:00,16,An American in Paris,US-TX-623
7845,2016-10-09 00:00:00,0,An American in Paris,US-TX-623
7846,2016-10-16 00:00:00,46,An American in Paris,US-TX-623
7847,2016-10-23 00:00:00,15,An American in Paris,US-TX-623
7848,2016-10-30 00:00:00,0,An American in Paris,US-TX-623
7849,2016-11-06 00:00:00,0,An American in Paris,US-TX-623
7850,2016-11-13 00:00:00,28,An American in Paris,US-TX-623
7851,2016-11-20 00:00:00,22,An American in Paris,US-TX-623
7852,2016-11-27 00:00:00,13,An American in Paris,US-TX-623
7853,2016-12-04 00:00:00,13,An American in Paris,US-TX-623
7854,2016-12-11 00:00:00,13,An American in Paris,US-TX-623
7855,2016-12-18 00:00:00,21,An American in Paris,US-TX-623
7856,2016-12-25 00:00:00,28,An American in Paris,US-TX-623
7857,2017-01-01 00:00:00,13,An American in Paris,US-TX-623
7858,2017-01-08 00:00:00,39,An American in Paris,US-TX-623
7859,2017-01-15 00:00:00,26,An American in Paris,US-TX-623
7860,2017-01-22 00:00:00,77,An American in Paris,US-TX-623
7861,2017-01-29 00:00:00,97,An American in Paris,US-TX-623
7862,2017-02-05 00:00:00,100,An American in Paris,US-TX-623
7863,2017-02-12 00:00:00,75,An American in Paris,US-TX-623
7864,2017-02-19 00:00:00,20,An American in Paris,US-TX-623
7865,2017-02-26 00:00:00,0,An American in Paris,US-TX-623
7866,2017-03-05 00:00:00,0,An American in Paris,US-TX-623
7867,2017-03-12 00:00:00,14,An American in Paris,US-TX-623
7868,2017-03-19 00:00:00,13,An American in Paris,US-TX-623
7869,2015-01-18 00:00:00,0,An American in Paris,US-NV-839
7870,2015-01-25 00:00:00,0,An American in Paris,US-NV-839
7871,2015-02-01 00:00:00,0,An American in Paris,US-NV-839
7872,2015-02-08 00:00:00,0,An American in Paris,US-NV-839
7873,2015-02-15 00:00:00,0,An American in Paris,US-NV-839
7874,2015-02-22 00:00:00,0,An American in Paris,US-NV-839
7875,2015-03-01 00:00:00,0,An American in Paris,US-NV-839
7876,2015-03-08 00:00:00,0,An American in Paris,US-NV-839
7877,2015-03-15 00:00:00,0,An American in Paris,US-NV-839
7878,2015-03-22 00:00:00,0,An American in Paris,US-NV-839
7879,2015-03-29 00:00:00,0,An American in Paris,US-NV-839
7880,2015-04-05 00:00:00,0,An American in Paris,US-NV-839
7881,2015-04-12 00:00:00,0,An American in Paris,US-NV-839
7882,2015-04-19 00:00:00,0,An American in Paris,US-NV-839
7883,2015-04-26 00:00:00,82,An American in Paris,US-NV-839
7884,2015-05-03 00:00:00,0,An American in Paris,US-NV-839
7885,2015-05-10 00:00:00,0,An American in Paris,US-NV-839
7886,2015-05-17 00:00:00,0,An American in Paris,US-NV-839
7887,2015-05-24 00:00:00,0,An American in Paris,US-NV-839
7888,2015-05-31 00:00:00,0,An American in Paris,US-NV-839
7889,2015-06-07 00:00:00,0,An American in Paris,US-NV-839
7890,2015-06-14 00:00:00,0,An American in Paris,US-NV-839
7891,2015-06-21 00:00:00,0,An American in Paris,US-NV-839
7892,2015-06-28 00:00:00,0,An American in Paris,US-NV-839
7893,2015-07-05 00:00:00,0,An American in Paris,US-NV-839
7894,2015-07-12 00:00:00,0,An American in Paris,US-NV-839
7895,2015-07-19 00:00:00,0,An American in Paris,US-NV-839
7896,2015-07-26 00:00:00,0,An American in Paris,US-NV-839
7897,2015-08-02 00:00:00,0,An American in Paris,US-NV-839
7898,2015-08-09 00:00:00,0,An American in Paris,US-NV-839
7899,2015-08-16 00:00:00,64,An American in Paris,US-NV-839
7900,2015-08-23 00:00:00,0,An American in Paris,US-NV-839
7901,2015-08-30 00:00:00,0,An American in Paris,US-NV-839
7902,2015-09-06 00:00:00,62,An American in Paris,US-NV-839
7903,2015-09-13 00:00:00,0,An American in Paris,US-NV-839
7904,2015-09-20 00:00:00,0,An American in Paris,US-NV-839
7905,2015-09-27 00:00:00,0,An American in Paris,US-NV-839
7906,2015-10-04 00:00:00,0,An American in Paris,US-NV-839
7907,2015-10-11 00:00:00,0,An American in Paris,US-NV-839
7908,2015-10-18 00:00:00,0,An American in Paris,US-NV-839
7909,2015-10-25 00:00:00,0,An American in Paris,US-NV-839
7910,2015-11-01 00:00:00,0,An American in Paris,US-NV-839
7911,2015-11-08 00:00:00,0,An American in Paris,US-NV-839
7912,2015-11-15 00:00:00,73,An American in Paris,US-NV-839
7913,2015-11-22 00:00:00,0,An American in Paris,US-NV-839
7914,2015-11-29 00:00:00,0,An American in Paris,US-NV-839
7915,2015-12-06 00:00:00,0,An American in Paris,US-NV-839
7916,2015-12-13 00:00:00,0,An American in Paris,US-NV-839
7917,2015-12-20 00:00:00,0,An American in Paris,US-NV-839
7918,2015-12-27 00:00:00,70,An American in Paris,US-NV-839
7919,2016-01-03 00:00:00,0,An American in Paris,US-NV-839
7920,2016-01-10 00:00:00,0,An American in Paris,US-NV-839
7921,2016-01-17 00:00:00,0,An American in Paris,US-NV-839
7922,2016-01-24 00:00:00,0,An American in Paris,US-NV-839
7923,2016-01-31 00:00:00,0,An American in Paris,US-NV-839
7924,2016-02-07 00:00:00,0,An American in Paris,US-NV-839
7925,2016-02-14 00:00:00,0,An American in Paris,US-NV-839
7926,2016-02-21 00:00:00,0,An American in Paris,US-NV-839
7927,2016-02-28 00:00:00,0,An American in Paris,US-NV-839
7928,2016-03-06 00:00:00,0,An American in Paris,US-NV-839
7929,2016-03-13 00:00:00,58,An American in Paris,US-NV-839
7930,2016-03-20 00:00:00,0,An American in Paris,US-NV-839
7931,2016-03-27 00:00:00,0,An American in Paris,US-NV-839
7932,2016-04-03 00:00:00,0,An American in Paris,US-NV-839
7933,2016-04-10 00:00:00,0,An American in Paris,US-NV-839
7934,2016-04-17 00:00:00,0,An American in Paris,US-NV-839
7935,2016-04-24 00:00:00,0,An American in Paris,US-NV-839
7936,2016-05-01 00:00:00,0,An American in Paris,US-NV-839
7937,2016-05-08 00:00:00,0,An American in Paris,US-NV-839
7938,2016-05-15 00:00:00,0,An American in Paris,US-NV-839
7939,2016-05-22 00:00:00,0,An American in Paris,US-NV-839
7940,2016-05-29 00:00:00,0,An American in Paris,US-NV-839
7941,2016-06-05 00:00:00,58,An American in Paris,US-NV-839
7942,2016-06-12 00:00:00,0,An American in Paris,US-NV-839
7943,2016-06-19 00:00:00,57,An American in Paris,US-NV-839
7944,2016-06-26 00:00:00,0,An American in Paris,US-NV-839
7945,2016-07-03 00:00:00,0,An American in Paris,US-NV-839
7946,2016-07-10 00:00:00,0,An American in Paris,US-NV-839
7947,2016-07-17 00:00:00,0,An American in Paris,US-NV-839
7948,2016-07-24 00:00:00,0,An American in Paris,US-NV-839
7949,2016-07-31 00:00:00,0,An American in Paris,US-NV-839
7950,2016-08-07 00:00:00,0,An American in Paris,US-NV-839
7951,2016-08-14 00:00:00,0,An American in Paris,US-NV-839
7952,2016-08-21 00:00:00,0,An American in Paris,US-NV-839
7953,2016-08-28 00:00:00,0,An American in Paris,US-NV-839
7954,2016-09-04 00:00:00,0,An American in Paris,US-NV-839
7955,2016-09-11 00:00:00,0,An American in Paris,US-NV-839
7956,2016-09-18 00:00:00,0,An American in Paris,US-NV-839
7957,2016-09-25 00:00:00,0,An American in Paris,US-NV-839
7958,2016-10-02 00:00:00,0,An American in Paris,US-NV-839
7959,2016-10-09 00:00:00,50,An American in Paris,US-NV-839
7960,2016-10-16 00:00:00,0,An American in Paris,US-NV-839
7961,2016-10-23 00:00:00,0,An American in Paris,US-NV-839
7962,2016-10-30 00:00:00,0,An American in Paris,US-NV-839
7963,2016-11-06 00:00:00,0,An American in Paris,US-NV-839
7964,2016-11-13 00:00:00,0,An American in Paris,US-NV-839
7965,2016-11-20 00:00:00,0,An American in Paris,US-NV-839
7966,2016-11-27 00:00:00,0,An American in Paris,US-NV-839
7967,2016-12-04 00:00:00,0,An American in Paris,US-NV-839
7968,2016-12-11 00:00:00,0,An American in Paris,US-NV-839
7969,2016-12-18 00:00:00,0,An American in Paris,US-NV-839
7970,2016-12-25 00:00:00,0,An American in Paris,US-NV-839
7971,2017-01-01 00:00:00,0,An American in Paris,US-NV-839
7972,2017-01-08 00:00:00,0,An American in Paris,US-NV-839
7973,2017-01-15 00:00:00,47,An American in Paris,US-NV-839
7974,2017-01-22 00:00:00,0,An American in Paris,US-NV-839
7975,2017-01-29 00:00:00,48,An American in Paris,US-NV-839
7976,2017-02-05 00:00:00,0,An American in Paris,US-NV-839
7977,2017-02-12 00:00:00,48,An American in Paris,US-NV-839
7978,2017-02-19 00:00:00,0,An American in Paris,US-NV-839
7979,2017-02-26 00:00:00,0,An American in Paris,US-NV-839
7980,2017-03-05 00:00:00,47,An American in Paris,US-NV-839
7981,2017-03-12 00:00:00,46,An American in Paris,US-NV-839
7982,2017-03-19 00:00:00,0,An American in Paris,US-NV-839
7983,2017-03-26 00:00:00,47,An American in Paris,US-NV-839
7984,2017-04-02 00:00:00,47,An American in Paris,US-NV-839
7985,2017-04-09 00:00:00,100,An American in Paris,US-NV-839
7986,2017-04-16 00:00:00,47,An American in Paris,US-NV-839
7987,2017-04-23 00:00:00,0,An American in Paris,US-NV-839
7988,2017-04-30 00:00:00,0,An American in Paris,US-NV-839
7989,2017-05-07 00:00:00,0,An American in Paris,US-NV-839
7990,2017-05-14 00:00:00,0,An American in Paris,US-NV-839
7991,2015-01-18 00:00:00,0,An American in Paris,US-FL-571
7992,2015-01-25 00:00:00,0,An American in Paris,US-FL-571
7993,2015-02-01 00:00:00,0,An American in Paris,US-FL-571
7994,2015-02-08 00:00:00,0,An American in Paris,US-FL-571
7995,2015-02-15 00:00:00,0,An American in Paris,US-FL-571
7996,2015-02-22 00:00:00,0,An American in Paris,US-FL-571
7997,2015-03-01 00:00:00,0,An American in Paris,US-FL-571
7998,2015-03-08 00:00:00,46,An American in Paris,US-FL-571
7999,2015-03-15 00:00:00,0,An American in Paris,US-FL-571
8000,2015-03-22 00:00:00,0,An American in Paris,US-FL-571
8001,2015-03-29 00:00:00,0,An American in Paris,US-FL-571
8002,2015-04-05 00:00:00,0,An American in Paris,US-FL-571
8003,2015-04-12 00:00:00,0,An American in Paris,US-FL-571
8004,2015-04-19 00:00:00,0,An American in Paris,US-FL-571
8005,2015-04-26 00:00:00,100,An American in Paris,US-FL-571
8006,2015-05-03 00:00:00,0,An American in Paris,US-FL-571
8007,2015-05-10 00:00:00,0,An American in Paris,US-FL-571
8008,2015-05-17 00:00:00,0,An American in Paris,US-FL-571
8009,2015-05-24 00:00:00,0,An American in Paris,US-FL-571
8010,2015-05-31 00:00:00,0,An American in Paris,US-FL-571
